v,omega,x,y,phi,xr,yr,phir,delta
-0.0196,-0.0146,5.0811,0.5406,0.0826,5.2000,0.4969,0.0866,-0.0078
-0.0197,-0.0146,5.1808,0.5485,0.0823,5.3000,0.5055,0.0861,-0.0078
-0.0197,-0.0146,5.2805,0.5563,0.0820,5.4000,0.5141,0.0856,-0.0079
-0.0198,-0.0147,5.3802,0.5641,0.0817,5.5000,0.5227,0.0850,-0.0080
-0.0199,-0.0148,5.4799,0.5719,0.0814,5.6000,0.5312,0.0845,-0.0080
-0.0201,-0.0149,5.5796,0.5796,0.0811,5.7000,0.5396,0.0840,-0.0081
-0.0203,-0.0150,5.6793,0.5873,0.0808,5.8000,0.5480,0.0835,-0.0082
-0.0205,-0.0152,5.7790,0.5950,0.0805,5.9000,0.5564,0.0829,-0.0083
-0.0208,-0.0154,5.8787,0.6026,0.0802,6.0000,0.5646,0.0823,-0.0085
-0.0210,-0.0155,5.9784,0.6102,0.0799,6.1000,0.5729,0.0818,-0.0086
-0.0213,-0.0158,6.0781,0.6178,0.0796,6.2000,0.5810,0.0812,-0.0087
-0.0217,-0.0160,6.1778,0.6253,0.0793,6.3000,0.5891,0.0806,-0.0089
-0.0220,-0.0163,6.2776,0.6328,0.0790,6.4000,0.5972,0.0800,-0.0090
-0.0224,-0.0165,6.3773,0.6402,0.0786,6.5000,0.6052,0.0794,-0.0092
-0.0228,-0.0168,6.4770,0.6477,0.0783,6.6000,0.6131,0.0788,-0.0094
-0.0232,-0.0171,6.5767,0.6550,0.0780,6.7000,0.6210,0.0782,-0.0096
-0.0236,-0.0174,6.6765,0.6623,0.0776,6.8000,0.6288,0.0776,-0.0097
-0.0240,-0.0177,6.7762,0.6696,0.0773,6.9000,0.6365,0.0770,-0.0099
-0.0245,-0.0181,6.8759,0.6769,0.0769,7.0000,0.6442,0.0763,-0.0101
-0.0250,-0.0184,6.9757,0.6841,0.0766,7.1000,0.6518,0.0757,-0.0103
-0.0254,-0.0188,7.0754,0.6912,0.0762,7.2000,0.6594,0.0750,-0.0105
-0.0259,-0.0192,7.1752,0.6983,0.0758,7.3000,0.6669,0.0744,-0.0107
-0.0265,-0.0195,7.2749,0.7054,0.0754,7.4000,0.6743,0.0737,-0.0109
-0.0270,-0.0199,7.3747,0.7124,0.0750,7.5000,0.6816,0.0730,-0.0112
-0.0275,-0.0203,7.4744,0.7194,0.0746,7.6000,0.6889,0.0724,-0.0114
-0.0281,-0.0207,7.5742,0.7263,0.0742,7.7000,0.6961,0.0717,-0.0116
-0.0286,-0.0211,7.6740,0.7331,0.0738,7.8000,0.7033,0.0710,-0.0118
-0.0292,-0.0215,7.7737,0.7399,0.0734,7.9000,0.7104,0.0703,-0.0121
-0.0297,-0.0219,7.8735,0.7467,0.0730,8.0000,0.7174,0.0696,-0.0123
-0.0303,-0.0224,7.9733,0.7534,0.0725,8.1000,0.7243,0.0688,-0.0125
-0.0309,-0.0228,8.0731,0.7600,0.0721,8.2000,0.7311,0.0681,-0.0128
-0.0315,-0.0232,8.1729,0.7666,0.0716,8.3000,0.7379,0.0674,-0.0130
-0.0321,-0.0237,8.2726,0.7731,0.0712,8.4000,0.7446,0.0666,-0.0132
-0.0326,-0.0241,8.3724,0.7796,0.0707,8.5000,0.7513,0.0659,-0.0135
-0.0332,-0.0245,8.4722,0.7860,0.0702,8.6000,0.7578,0.0652,-0.0137
-0.0338,-0.0250,8.5720,0.7924,0.0697,8.7000,0.7643,0.0644,-0.0139
-0.0344,-0.0254,8.6718,0.7987,0.0692,8.8000,0.7707,0.0636,-0.0142
-0.0350,-0.0259,8.7716,0.8049,0.0687,8.9000,0.7771,0.0629,-0.0144
-0.0357,-0.0263,8.8715,0.8111,0.0682,9.0000,0.7833,0.0621,-0.0147
-0.0363,-0.0268,8.9713,0.8172,0.0677,9.1000,0.7895,0.0613,-0.0149
-0.0369,-0.0272,9.0711,0.8232,0.0671,9.2000,0.7956,0.0605,-0.0151
-0.0375,-0.0277,9.1709,0.8292,0.0666,9.3000,0.8016,0.0597,-0.0154
-0.0381,-0.0281,9.2707,0.8351,0.0660,9.4000,0.8076,0.0589,-0.0156
-0.0387,-0.0286,9.3706,0.8409,0.0655,9.5000,0.8134,0.0581,-0.0159
-0.0393,-0.0290,9.4704,0.8467,0.0649,9.6000,0.8192,0.0573,-0.0161
-0.0399,-0.0295,9.5703,0.8524,0.0643,9.7000,0.8249,0.0565,-0.0163
-0.0405,-0.0299,9.6701,0.8580,0.0637,9.8000,0.8305,0.0556,-0.0166
-0.0411,-0.0304,9.7699,0.8636,0.0631,9.9000,0.8360,0.0548,-0.0168
-0.0417,-0.0308,9.8698,0.8691,0.0625,10.0000,0.8415,0.0540,-0.0170
-0.0423,-0.0312,9.9697,0.8745,0.0619,10.1000,0.8468,0.0531,-0.0173
-0.0429,-0.0317,10.0695,0.8798,0.0613,10.2000,0.8521,0.0523,-0.0175
-0.0435,-0.0321,10.1694,0.8851,0.0607,10.3000,0.8573,0.0514,-0.0177
-0.0441,-0.0325,10.2693,0.8903,0.0600,10.4000,0.8624,0.0506,-0.0180
-0.0446,-0.0330,10.3691,0.8954,0.0594,10.5000,0.8674,0.0497,-0.0182
-0.0452,-0.0334,10.4690,0.9005,0.0587,10.6000,0.8724,0.0488,-0.0184
-0.0458,-0.0338,10.5689,0.9054,0.0580,10.7000,0.8772,0.0480,-0.0186
-0.0464,-0.0343,10.6688,0.9103,0.0574,10.8000,0.8820,0.0471,-0.0189
-0.0469,-0.0347,10.7687,0.9151,0.0567,10.9000,0.8866,0.0462,-0.0191
-0.0475,-0.0351,10.8685,0.9198,0.0560,11.0000,0.8912,0.0453,-0.0193
-0.0480,-0.0355,10.9684,0.9245,0.0553,11.1000,0.8957,0.0444,-0.0195
-0.0486,-0.0359,11.0683,0.9291,0.0546,11.2000,0.9001,0.0435,-0.0197
-0.0491,-0.0363,11.1682,0.9335,0.0538,11.3000,0.9044,0.0426,-0.0199
-0.0496,-0.0367,11.2682,0.9379,0.0531,11.4000,0.9086,0.0417,-0.0201
-0.0502,-0.0371,11.3681,0.9423,0.0524,11.5000,0.9128,0.0408,-0.0203
-0.0507,-0.0375,11.4680,0.9465,0.0516,11.6000,0.9168,0.0399,-0.0205
-0.0512,-0.0379,11.5679,0.9506,0.0509,11.7000,0.9208,0.0390,-0.0207
-0.0517,-0.0382,11.6678,0.9547,0.0501,11.8000,0.9246,0.0381,-0.0209
-0.0522,-0.0386,11.7678,0.9587,0.0494,11.9000,0.9284,0.0371,-0.0211
-0.0527,-0.0390,11.8677,0.9626,0.0486,12.0000,0.9320,0.0362,-0.0213
-0.0532,-0.0394,11.9676,0.9664,0.0478,12.1000,0.9356,0.0353,-0.0215
-0.0537,-0.0397,12.0676,0.9701,0.0470,12.2000,0.9391,0.0344,-0.0217
-0.0542,-0.0401,12.1675,0.9737,0.0462,12.3000,0.9425,0.0334,-0.0219
-0.0547,-0.0404,12.2674,0.9773,0.0454,12.4000,0.9458,0.0325,-0.0221
-0.0551,-0.0408,12.3674,0.9807,0.0446,12.5000,0.9490,0.0315,-0.0222
-0.0556,-0.0411,12.4673,0.9841,0.0438,12.6000,0.9521,0.0306,-0.0224
-0.0560,-0.0414,12.5673,0.9874,0.0430,12.7000,0.9551,0.0296,-0.0226
-0.0565,-0.0418,12.6672,0.9905,0.0422,12.8000,0.9580,0.0287,-0.0228
-0.0569,-0.0421,12.7672,0.9936,0.0413,12.9000,0.9608,0.0277,-0.0229
-0.0573,-0.0424,12.8672,0.9966,0.0405,13.0000,0.9636,0.0267,-0.0231
-0.0577,-0.0427,12.9671,0.9995,0.0396,13.1000,0.9662,0.0258,-0.0232
-0.0581,-0.0430,13.0671,1.0023,0.0388,13.2000,0.9687,0.0248,-0.0234
-0.0585,-0.0433,13.1671,1.0050,0.0379,13.3000,0.9711,0.0238,-0.0235
-0.0589,-0.0436,13.2670,1.0077,0.0371,13.4000,0.9735,0.0229,-0.0237
-0.0593,-0.0439,13.3670,1.0102,0.0362,13.5000,0.9757,0.0219,-0.0238
-0.0597,-0.0442,13.4670,1.0126,0.0353,13.6000,0.9779,0.0209,-0.0240
-0.0601,-0.0444,13.5670,1.0150,0.0344,13.7000,0.9799,0.0199,-0.0241
-0.0604,-0.0447,13.6669,1.0172,0.0335,13.8000,0.9819,0.0190,-0.0243
-0.0608,-0.0450,13.7669,1.0193,0.0326,13.9000,0.9837,0.0180,-0.0244
-0.0611,-0.0452,13.8669,1.0214,0.0317,14.0000,0.9855,0.0170,-0.0245
-0.0615,-0.0455,13.9669,1.0233,0.0308,14.1000,0.9871,0.0160,-0.0246
-0.0618,-0.0457,14.0669,1.0252,0.0299,14.2000,0.9887,0.0150,-0.0248
-0.0621,-0.0460,14.1669,1.0270,0.0290,14.3000,0.9901,0.0140,-0.0249
-0.0624,-0.0462,14.2669,1.0286,0.0281,14.4000,0.9915,0.0130,-0.0250
-0.0627,-0.0464,14.3669,1.0302,0.0272,14.5000,0.9927,0.0120,-0.0251
-0.0630,-0.0466,14.4669,1.0316,0.0262,14.6000,0.9939,0.0111,-0.0252
-0.0633,-0.0468,14.5669,1.0330,0.0253,14.7000,0.9949,0.0101,-0.0253
-0.0636,-0.0470,14.6669,1.0343,0.0244,14.8000,0.9959,0.0091,-0.0254
-0.0638,-0.0472,14.7669,1.0354,0.0234,14.9000,0.9967,0.0081,-0.0255
-0.0641,-0.0474,14.8669,1.0365,0.0225,15.0000,0.9975,0.0071,-0.0256
-0.0644,-0.0476,14.9669,1.0375,0.0215,15.1000,0.9982,0.0061,-0.0257
-0.0646,-0.0478,15.0669,1.0383,0.0206,15.2000,0.9987,0.0051,-0.0258
-0.0648,-0.0480,15.1669,1.0391,0.0196,15.3000,0.9992,0.0041,-0.0259
-0.0651,-0.0481,15.2669,1.0398,0.0187,15.4000,0.9995,0.0031,-0.0260
-0.0653,-0.0483,15.3669,1.0403,0.0177,15.5000,0.9998,0.0021,-0.0260
-0.0655,-0.0485,15.4669,1.0408,0.0167,15.6000,0.9999,0.0011,-0.0261
-0.0657,-0.0486,15.5669,1.0412,0.0158,15.7000,1.0000,0.0001,-0.0262
-0.0659,-0.0488,15.6669,1.0414,0.0148,15.8000,1.0000,-0.0009,-0.0263
-0.0661,-0.0489,15.7669,1.0416,0.0138,15.9000,0.9998,-0.0019,-0.0263
-0.0662,-0.0490,15.8669,1.0417,0.0129,16.0000,0.9996,-0.0029,-0.0264
-0.0664,-0.0491,15.9670,1.0416,0.0119,16.1000,0.9992,-0.0039,-0.0264
-0.0665,-0.0493,16.0670,1.0415,0.0109,16.2000,0.9988,-0.0049,-0.0265
-0.0667,-0.0494,16.1670,1.0412,0.0099,16.3000,0.9982,-0.0059,-0.0265
-0.0668,-0.0495,16.2670,1.0409,0.0089,16.4000,0.9976,-0.0069,-0.0266
-0.0670,-0.0496,16.3670,1.0405,0.0079,16.5000,0.9969,-0.0079,-0.0266
-0.0671,-0.0497,16.4670,1.0399,0.0069,16.6000,0.9960,-0.0089,-0.0267
-0.0672,-0.0497,16.5670,1.0393,0.0059,16.7000,0.9951,-0.0099,-0.0267
-0.0673,-0.0498,16.6670,1.0385,0.0049,16.8000,0.9940,-0.0109,-0.0268
-0.0674,-0.0499,16.7670,1.0377,0.0040,16.9000,0.9929,-0.0119,-0.0268
-0.0675,-0.0500,16.8670,1.0367,0.0030,17.0000,0.9917,-0.0129,-0.0268
-0.0676,-0.0500,16.9670,1.0357,0.0020,17.1000,0.9903,-0.0139,-0.0268
-0.0676,-0.0501,17.0670,1.0345,0.0010,17.2000,0.9889,-0.0149,-0.0269
-0.0677,-0.0501,17.1670,1.0332,-0.0000,17.3000,0.9874,-0.0159,-0.0269
-0.0678,-0.0502,17.2670,1.0319,-0.0010,17.4000,0.9857,-0.0168,-0.0269
-0.0678,-0.0502,17.3670,1.0304,-0.0021,17.5000,0.9840,-0.0178,-0.0269
-0.0678,-0.0502,17.4670,1.0289,-0.0031,17.6000,0.9822,-0.0188,-0.0269
-0.0679,-0.0503,17.5670,1.0272,-0.0041,17.7000,0.9802,-0.0198,-0.0269
-0.0679,-0.0503,17.6670,1.0254,-0.0051,17.8000,0.9782,-0.0208,-0.0269
-0.0679,-0.0503,17.7670,1.0236,-0.0061,17.9000,0.9761,-0.0217,-0.0269
-0.0679,-0.0503,17.8670,1.0216,-0.0071,18.0000,0.9738,-0.0227,-0.0269
-0.0679,-0.0503,17.9670,1.0195,-0.0081,18.1000,0.9715,-0.0237,-0.0269
-0.0679,-0.0503,18.0670,1.0174,-0.0091,18.2000,0.9691,-0.0247,-0.0269
-0.0679,-0.0503,18.1669,1.0151,-0.0101,18.3000,0.9666,-0.0256,-0.0269
-0.0678,-0.0502,18.2669,1.0127,-0.0111,18.4000,0.9640,-0.0266,-0.0268
-0.0678,-0.0502,18.3669,1.0103,-0.0121,18.5000,0.9613,-0.0276,-0.0268
-0.0677,-0.0502,18.4669,1.0077,-0.0131,18.6000,0.9585,-0.0285,-0.0268
-0.0677,-0.0501,18.5669,1.0050,-0.0141,18.7000,0.9556,-0.0295,-0.0268
-0.0676,-0.0501,18.6668,1.0023,-0.0151,18.8000,0.9526,-0.0304,-0.0267
-0.0676,-0.0500,18.7668,0.9994,-0.0161,18.9000,0.9495,-0.0314,-0.0267
-0.0675,-0.0500,18.8668,0.9965,-0.0171,19.0000,0.9463,-0.0323,-0.0267
-0.0674,-0.0499,18.9667,0.9934,-0.0181,19.1000,0.9430,-0.0333,-0.0266
-0.0673,-0.0499,19.0667,0.9902,-0.0191,19.2000,0.9396,-0.0342,-0.0266
-0.0672,-0.0498,19.1666,0.9870,-0.0201,19.3000,0.9362,-0.0351,-0.0265
-0.0671,-0.0497,19.2666,0.9836,-0.0211,19.4000,0.9326,-0.0361,-0.0265
-0.0670,-0.0496,19.3665,0.9802,-0.0221,19.5000,0.9290,-0.0370,-0.0264
-0.0669,-0.0495,19.4665,0.9766,-0.0231,19.6000,0.9252,-0.0379,-0.0264
-0.0667,-0.0494,19.5664,0.9730,-0.0241,19.7000,0.9214,-0.0388,-0.0263
-0.0666,-0.0493,19.6664,0.9692,-0.0251,19.8000,0.9174,-0.0398,-0.0262
-0.0664,-0.0492,19.7663,0.9654,-0.0261,19.9000,0.9134,-0.0407,-0.0262
-0.0663,-0.0491,19.8662,0.9615,-0.0270,20.0000,0.9093,-0.0416,-0.0261
-0.0661,-0.0490,19.9662,0.9574,-0.0280,20.1000,0.9051,-0.0425,-0.0260
-0.0659,-0.0489,20.0661,0.9533,-0.0290,20.2000,0.9008,-0.0434,-0.0260
-0.0658,-0.0487,20.1660,0.9491,-0.0300,20.3000,0.8964,-0.0443,-0.0259
-0.0656,-0.0486,20.2659,0.9448,-0.0310,20.4000,0.8919,-0.0452,-0.0258
-0.0654,-0.0484,20.3658,0.9404,-0.0319,20.5000,0.8874,-0.0461,-0.0257
-0.0652,-0.0483,20.4657,0.9359,-0.0329,20.6000,0.8827,-0.0470,-0.0256
-0.0650,-0.0481,20.5656,0.9313,-0.0339,20.7000,0.8780,-0.0478,-0.0255
-0.0648,-0.0480,20.6655,0.9266,-0.0348,20.8000,0.8731,-0.0487,-0.0255
-0.0645,-0.0478,20.7654,0.9218,-0.0358,20.9000,0.8682,-0.0496,-0.0254
-0.0643,-0.0476,20.8653,0.9169,-0.0367,21.0000,0.8632,-0.0504,-0.0253
-0.0641,-0.0475,20.9652,0.9120,-0.0377,21.1000,0.8581,-0.0513,-0.0252
-0.0638,-0.0473,21.0651,0.9069,-0.0386,21.2000,0.8529,-0.0522,-0.0251
-0.0636,-0.0471,21.1650,0.9018,-0.0396,21.3000,0.8477,-0.0530,-0.0250
-0.0633,-0.0469,21.2648,0.8966,-0.0405,21.4000,0.8423,-0.0538,-0.0248
-0.0630,-0.0467,21.3647,0.8913,-0.0415,21.5000,0.8369,-0.0547,-0.0247
-0.0628,-0.0465,21.4646,0.8859,-0.0424,21.6000,0.8314,-0.0555,-0.0246
-0.0625,-0.0463,21.5644,0.8804,-0.0433,21.7000,0.8258,-0.0563,-0.0245
-0.0622,-0.0461,21.6643,0.8748,-0.0443,21.8000,0.8201,-0.0572,-0.0244
-0.0619,-0.0459,21.7641,0.8691,-0.0452,21.9000,0.8143,-0.0580,-0.0243
-0.0616,-0.0457,21.8640,0.8634,-0.0461,22.0000,0.8085,-0.0588,-0.0241
-0.0613,-0.0454,21.9638,0.8575,-0.0470,22.1000,0.8026,-0.0596,-0.0240
-0.0610,-0.0452,22.0636,0.8516,-0.0479,22.2000,0.7966,-0.0604,-0.0239
-0.0607,-0.0450,22.1635,0.8456,-0.0488,22.3000,0.7905,-0.0612,-0.0237
-0.0603,-0.0447,22.2633,0.8395,-0.0497,22.4000,0.7843,-0.0620,-0.0236
-0.0600,-0.0445,22.3631,0.8333,-0.0506,22.5000,0.7781,-0.0627,-0.0235
-0.0597,-0.0442,22.4629,0.8271,-0.0515,22.6000,0.7717,-0.0635,-0.0233
-0.0593,-0.0440,22.5627,0.8207,-0.0524,22.7001,0.7654,-0.0643,-0.0232
-0.0590,-0.0437,22.6625,0.8143,-0.0533,22.8001,0.7589,-0.0650,-0.0230
-0.0586,-0.0434,22.7623,0.8078,-0.0542,22.9001,0.7523,-0.0658,-0.0229
-0.0582,-0.0432,22.8621,0.8012,-0.0550,23.0001,0.7457,-0.0665,-0.0227
-0.0579,-0.0429,22.9619,0.7945,-0.0559,23.1001,0.7390,-0.0673,-0.0226
-0.0575,-0.0426,23.0617,0.7878,-0.0567,23.2001,0.7322,-0.0680,-0.0224
-0.0571,-0.0423,23.1614,0.7810,-0.0576,23.3001,0.7254,-0.0687,-0.0223
-0.0567,-0.0420,23.2612,0.7741,-0.0584,23.4001,0.7185,-0.0694,-0.0221
-0.0563,-0.0418,23.3610,0.7671,-0.0593,23.5001,0.7115,-0.0702,-0.0220
-0.0559,-0.0415,23.4607,0.7601,-0.0601,23.6001,0.7044,-0.0709,-0.0218
-0.0555,-0.0412,23.5605,0.7529,-0.0609,23.7001,0.6973,-0.0716,-0.0216
-0.0551,-0.0408,23.6602,0.7457,-0.0618,23.8001,0.6901,-0.0722,-0.0214
-0.0547,-0.0405,23.7600,0.7385,-0.0626,23.9001,0.6828,-0.0729,-0.0213
-0.0542,-0.0402,23.8597,0.7311,-0.0634,24.0001,0.6755,-0.0736,-0.0211
-0.0538,-0.0399,23.9594,0.7237,-0.0642,24.1001,0.6681,-0.0743,-0.0209
-0.0534,-0.0396,24.0592,0.7162,-0.0650,24.2001,0.6606,-0.0749,-0.0208
-0.0529,-0.0393,24.1589,0.7087,-0.0658,24.3001,0.6530,-0.0756,-0.0206
-0.0525,-0.0389,24.2586,0.7010,-0.0666,24.4001,0.6454,-0.0762,-0.0204
-0.0520,-0.0386,24.3583,0.6933,-0.0674,24.5001,0.6378,-0.0769,-0.0202
-0.0516,-0.0382,24.4580,0.6856,-0.0681,24.6001,0.6300,-0.0775,-0.0200
-0.0511,-0.0379,24.5577,0.6777,-0.0689,24.7001,0.6222,-0.0781,-0.0198
-0.0506,-0.0376,24.6574,0.6698,-0.0696,24.8001,0.6144,-0.0787,-0.0196
-0.0502,-0.0372,24.7571,0.6618,-0.0704,24.9001,0.6064,-0.0793,-0.0194
-0.0497,-0.0369,24.8568,0.6538,-0.0711,25.0001,0.5985,-0.0799,-0.0192
-0.0492,-0.0365,24.9564,0.6457,-0.0719,25.1001,0.5904,-0.0805,-0.0191
-0.0487,-0.0361,25.0561,0.6376,-0.0726,25.2001,0.5823,-0.0811,-0.0189
-0.0482,-0.0358,25.1558,0.6293,-0.0733,25.3001,0.5742,-0.0817,-0.0187
-0.0477,-0.0354,25.2554,0.6210,-0.0740,25.4001,0.5660,-0.0823,-0.0185
-0.0472,-0.0350,25.3551,0.6127,-0.0748,25.5001,0.5577,-0.0828,-0.0182
-0.0467,-0.0346,25.4547,0.6043,-0.0755,25.6001,0.5494,-0.0834,-0.0180
-0.0462,-0.0343,25.5544,0.5958,-0.0762,25.7001,0.5410,-0.0839,-0.0178
-0.0457,-0.0339,25.6540,0.5873,-0.0768,25.8001,0.5325,-0.0844,-0.0176
-0.0451,-0.0335,25.7537,0.5787,-0.0775,25.9001,0.5240,-0.0850,-0.0174
-0.0446,-0.0331,25.8533,0.5701,-0.0782,26.0001,0.5155,-0.0855,-0.0172
-0.0441,-0.0327,25.9529,0.5614,-0.0788,26.1001,0.5069,-0.0860,-0.0170
-0.0435,-0.0323,26.0525,0.5526,-0.0795,26.2001,0.4983,-0.0865,-0.0168
-0.0430,-0.0319,26.1522,0.5438,-0.0801,26.3001,0.4896,-0.0870,-0.0165
-0.0424,-0.0315,26.2518,0.5349,-0.0808,26.4001,0.4808,-0.0875,-0.0163
-0.0419,-0.0311,26.3514,0.5260,-0.0814,26.5001,0.4720,-0.0879,-0.0161
-0.0413,-0.0307,26.4510,0.5170,-0.0820,26.6001,0.4632,-0.0884,-0.0159
-0.0408,-0.0303,26.5506,0.5080,-0.0826,26.7001,0.4543,-0.0889,-0.0157
-0.0402,-0.0299,26.6502,0.4990,-0.0833,26.8001,0.4454,-0.0893,-0.0154
-0.0397,-0.0294,26.7497,0.4898,-0.0839,26.9001,0.4364,-0.0897,-0.0152
-0.0391,-0.0290,26.8493,0.4807,-0.0844,27.0001,0.4274,-0.0902,-0.0150
-0.0385,-0.0286,26.9489,0.4715,-0.0850,27.1001,0.4183,-0.0906,-0.0147
-0.0379,-0.0282,27.0485,0.4622,-0.0856,27.2001,0.4092,-0.0910,-0.0145
-0.0373,-0.0277,27.1480,0.4529,-0.0862,27.3001,0.4001,-0.0914,-0.0143
-0.0368,-0.0273,27.2476,0.4435,-0.0867,27.4001,0.3909,-0.0918,-0.0140
-0.0362,-0.0269,27.3472,0.4342,-0.0873,27.5001,0.3817,-0.0922,-0.0138
-0.0356,-0.0264,27.4467,0.4247,-0.0878,27.6001,0.3724,-0.0925,-0.0136
-0.0350,-0.0260,27.5463,0.4152,-0.0883,27.7001,0.3631,-0.0929,-0.0133
-0.0344,-0.0255,27.6458,0.4057,-0.0888,27.8001,0.3538,-0.0933,-0.0131
-0.0338,-0.0251,27.7454,0.3962,-0.0894,27.9001,0.3444,-0.0936,-0.0128
-0.0332,-0.0247,27.8449,0.3866,-0.0899,28.0001,0.3350,-0.0939,-0.0126
-0.0326,-0.0242,27.9445,0.3769,-0.0903,28.1001,0.3255,-0.0943,-0.0124
-0.0320,-0.0237,28.0440,0.3673,-0.0908,28.2001,0.3161,-0.0946,-0.0121
-0.0313,-0.0233,28.1435,0.3576,-0.0913,28.3001,0.3066,-0.0949,-0.0119
-0.0307,-0.0228,28.2430,0.3478,-0.0918,28.4001,0.2970,-0.0952,-0.0116
-0.0301,-0.0224,28.3426,0.3380,-0.0922,28.5001,0.2875,-0.0955,-0.0114
