v,omega,x,y,phi,xr,yr,phir,delta
0.0095,0.0070,8.9637,0.9092,0.0936,0.1000,0.0100,0.0997,0.0036
0.0093,0.0069,9.0633,0.9188,0.0938,0.1000,0.0100,0.0997,0.0036
0.0092,0.0068,9.1628,0.9283,0.0939,0.1000,0.0100,0.0997,0.0035
0.0090,0.0067,9.2624,0.9379,0.0940,0.1000,0.0100,0.0997,0.0035
0.0089,0.0066,9.3619,0.9475,0.0942,0.1000,0.0100,0.0997,0.0034
0.0087,0.0065,9.4615,0.9570,0.0943,0.1000,0.0100,0.0997,0.0033
0.0086,0.0064,9.5610,0.9666,0.0944,0.1000,0.0100,0.0997,0.0033
0.0084,0.0063,9.6605,0.9762,0.0946,0.1000,0.0100,0.0997,0.0032
0.0083,0.0062,9.7601,0.9858,0.0947,0.1000,0.0100,0.0997,0.0031
0.0081,0.0060,9.8596,0.9955,0.0948,0.1000,0.0100,0.0997,0.0031
0.0080,0.0059,9.9591,1.0051,0.0949,0.1000,0.0100,0.0997,0.0030
0.0078,0.0058,10.0587,1.0147,0.0951,0.1000,0.0100,0.0997,0.0029
0.0076,0.0057,10.1582,1.0244,0.0952,0.1000,0.0100,0.0997,0.0029
0.0075,0.0056,10.2577,1.0340,0.0953,0.1000,0.0100,0.0997,0.0028
0.0073,0.0054,10.3573,1.0437,0.0954,0.1000,0.0100,0.0997,0.0028
0.0072,0.0053,10.4568,1.0534,0.0955,0.1000,0.0100,0.0997,0.0027
0.0070,0.0052,10.5563,1.0631,0.0956,0.1000,0.0100,0.0997,0.0026
0.0068,0.0051,10.6559,1.0727,0.0957,0.1000,0.0100,0.0997,0.0026
0.0067,0.0050,10.7554,1.0824,0.0958,0.1000,0.0100,0.0997,0.0025
0.0065,0.0048,10.8549,1.0921,0.0959,0.1000,0.0100,0.0997,0.0024
0.0063,0.0047,10.9545,1.1018,0.0960,0.1000,0.0100,0.0997,0.0024
0.0062,0.0046,11.0540,1.1115,0.0961,0.1000,0.0100,0.0997,0.0023
0.0060,0.0045,11.1535,1.1213,0.0962,0.1000,0.0100,0.0997,0.0022
0.0058,0.0043,11.2530,1.1310,0.0963,0.1000,0.0100,0.0997,0.0022
0.0057,0.0042,11.3526,1.1407,0.0964,0.1000,0.0100,0.0997,0.0021
0.0055,0.0041,11.4521,1.1505,0.0965,0.1000,0.0100,0.0997,0.0020
0.0053,0.0040,11.5516,1.1602,0.0965,0.1000,0.0100,0.0997,0.0020
0.0052,0.0039,11.6511,1.1699,0.0966,0.1000,0.0100,0.0997,0.0019
0.0050,0.0037,11.7507,1.1797,0.0967,0.1000,0.0100,0.0997,0.0018
0.0049,0.0036,11.8502,1.1894,0.0968,0.1000,0.0100,0.0997,0.0018
0.0047,0.0035,11.9497,1.1992,0.0968,0.1000,0.0100,0.0997,0.0017
0.0045,0.0034,12.0492,1.2090,0.0969,0.1000,0.0100,0.0997,0.0017
0.0044,0.0033,12.1487,1.2187,0.0970,0.1000,0.0100,0.0997,0.0016
0.0042,0.0031,12.2483,1.2285,0.0970,0.1000,0.0100,0.0997,0.0015
0.0040,0.0030,12.3478,1.2383,0.0971,0.1000,0.0100,0.0997,0.0015
0.0039,0.0029,12.4473,1.2481,0.0972,0.1000,0.0100,0.0997,0.0014
0.0037,0.0028,12.5468,1.2578,0.0972,0.1000,0.0100,0.0997,0.0013
0.0036,0.0027,12.6463,1.2676,0.0973,0.1000,0.0100,0.0997,0.0013
0.0034,0.0025,12.7459,1.2774,0.0973,0.1000,0.0100,0.0997,0.0012
0.0032,0.0024,12.8454,1.2872,0.0974,0.1000,0.0100,0.0997,0.0011
0.0031,0.0023,12.9449,1.2970,0.0974,0.1000,0.0100,0.0997,0.0011
0.0029,0.0022,13.0444,1.3068,0.0975,0.1000,0.0100,0.0997,0.0010
0.0028,0.0021,13.1439,1.3166,0.0975,0.1000,0.0100,0.0997,0.0010
0.0026,0.0019,13.2435,1.3264,0.0976,0.1000,0.0100,0.0997,0.0009
0.0024,0.0018,13.3430,1.3361,0.0976,0.1000,0.0100,0.0997,0.0008
0.0023,0.0017,13.4425,1.3459,0.0976,0.1000,0.0100,0.0997,0.0008
0.0021,0.0016,13.5420,1.3557,0.0977,0.1000,0.0100,0.0997,0.0007
0.0020,0.0015,13.6415,1.3655,0.0977,0.1000,0.0100,0.0997,0.0006
0.0018,0.0014,13.7411,1.3753,0.0977,0.1000,0.0100,0.0997,0.0006
0.0016,0.0012,13.8406,1.3851,0.0978,0.1000,0.0100,0.0997,0.0005
0.0015,0.0011,13.9401,1.3949,0.0978,0.1000,0.0100,0.0997,0.0004
0.0013,0.0010,14.0396,1.4047,0.0978,0.1000,0.0100,0.0997,0.0004
0.0011,0.0009,14.1391,1.4145,0.0978,0.1000,0.0100,0.0997,0.0003
0.0010,0.0008,14.2387,1.4243,0.0979,0.1000,0.0100,0.0997,0.0002
0.0008,0.0006,14.3382,1.4341,0.0979,0.1000,0.0100,0.0997,0.0002
0.0007,0.0005,14.4377,1.4439,0.0979,0.1000,0.0100,0.0997,0.0001
0.0005,0.0004,14.5372,1.4537,0.0979,0.1000,0.0100,0.0997,0.0001
0.0004,0.0003,14.6367,1.4634,0.0979,0.1000,0.0100,0.0997,0.0000
0.0002,0.0002,14.7363,1.4732,0.0979,0.1000,0.0100,0.0997,-0.0000
0.0001,0.0001,14.8358,1.4830,0.0979,0.1000,0.0100,0.0997,-0.0000
