v,omega,x,y,phi,xr,yr,phir,delta
-0.0075,-0.0055,3.3834,0.3357,0.0985,3.5000,0.3429,0.0937,-0.0034
-0.0080,-0.0058,3.4829,0.3454,0.0984,3.6000,0.3523,0.0933,-0.0035
-0.0084,-0.0062,3.5824,0.3551,0.0982,3.7000,0.3616,0.0930,-0.0037
-0.0088,-0.0065,3.6820,0.3647,0.0981,3.8000,0.3709,0.0926,-0.0039
-0.0093,-0.0068,3.7815,0.3743,0.0980,3.9000,0.3802,0.0922,-0.0041
-0.0097,-0.0072,3.8811,0.3839,0.0979,4.0000,0.3894,0.0918,-0.0043
-0.0102,-0.0075,3.9806,0.3935,0.0977,4.1000,0.3986,0.0915,-0.0045
-0.0107,-0.0078,4.0801,0.4031,0.0976,4.2000,0.4078,0.0911,-0.0047
-0.0112,-0.0082,4.1797,0.4126,0.0974,4.3000,0.4169,0.0906,-0.0049
-0.0117,-0.0086,4.2792,0.4221,0.0972,4.4000,0.4259,0.0902,-0.0051
-0.0121,-0.0089,4.3788,0.4316,0.0971,4.5000,0.4350,0.0898,-0.0053
-0.0127,-0.0093,4.4783,0.4410,0.0969,4.6000,0.4439,0.0894,-0.0055
-0.0132,-0.0097,4.5779,0.4505,0.0967,4.7000,0.4529,0.0889,-0.0057
-0.0137,-0.0101,4.6774,0.4598,0.0965,4.8000,0.4618,0.0885,-0.0059
-0.0142,-0.0104,4.7770,0.4692,0.0963,4.9000,0.4706,0.0880,-0.0061
-0.0147,-0.0108,4.8766,0.4785,0.0961,5.0000,0.4794,0.0875,-0.0063
-0.0153,-0.0112,4.9761,0.4878,0.0959,5.1000,0.4882,0.0871,-0.0065
-0.0158,-0.0116,5.0757,0.4971,0.0957,5.2000,0.4969,0.0866,-0.0067
-0.0164,-0.0120,5.1753,0.5064,0.0954,5.3000,0.5055,0.0861,-0.0070
-0.0169,-0.0124,5.2749,0.5156,0.0952,5.4000,0.5141,0.0856,-0.0072
-0.0175,-0.0129,5.3744,0.5247,0.0949,5.5000,0.5227,0.0850,-0.0074
-0.0180,-0.0133,5.4740,0.5339,0.0947,5.6000,0.5312,0.0845,-0.0076
-0.0186,-0.0137,5.5736,0.5429,0.0944,5.7000,0.5396,0.0840,-0.0079
-0.0192,-0.0141,5.6732,0.5520,0.0941,5.8000,0.5480,0.0835,-0.0081
-0.0197,-0.0145,5.7728,0.5610,0.0939,5.9000,0.5564,0.0829,-0.0083
-0.0203,-0.0150,5.8724,0.5700,0.0936,6.0000,0.5646,0.0823,-0.0086
-0.0209,-0.0154,5.9720,0.5789,0.0933,6.1000,0.5729,0.0818,-0.0088
-0.0215,-0.0158,6.0716,0.5878,0.0930,6.2000,0.5810,0.0812,-0.0090
-0.0221,-0.0163,6.1712,0.5967,0.0926,6.3000,0.5891,0.0806,-0.0093
-0.0227,-0.0167,6.2708,0.6055,0.0923,6.4000,0.5972,0.0800,-0.0095
-0.0233,-0.0171,6.3704,0.6143,0.0920,6.5000,0.6052,0.0794,-0.0097
-0.0238,-0.0176,6.4700,0.6230,0.0916,6.6000,0.6131,0.0788,-0.0100
-0.0244,-0.0180,6.5697,0.6317,0.0913,6.7000,0.6210,0.0782,-0.0102
-0.0251,-0.0185,6.6693,0.6403,0.0909,6.8000,0.6288,0.0776,-0.0105
-0.0257,-0.0189,6.7689,0.6489,0.0906,6.9000,0.6365,0.0770,-0.0107
-0.0263,-0.0194,6.8686,0.6574,0.0902,7.0000,0.6442,0.0763,-0.0109
-0.0269,-0.0198,6.9682,0.6659,0.0898,7.1000,0.6518,0.0757,-0.0112
-0.0275,-0.0203,7.0679,0.6743,0.0894,7.2000,0.6594,0.0750,-0.0114
-0.0281,-0.0207,7.1675,0.6827,0.0890,7.3000,0.6669,0.0744,-0.0117
-0.0287,-0.0212,7.2672,0.6910,0.0886,7.4000,0.6743,0.0737,-0.0119
-0.0293,-0.0216,7.3668,0.6993,0.0882,7.5000,0.6816,0.0730,-0.0122
-0.0299,-0.0221,7.4665,0.7075,0.0877,7.6000,0.6889,0.0724,-0.0124
-0.0306,-0.0225,7.5661,0.7157,0.0873,7.7000,0.6961,0.0717,-0.0127
-0.0312,-0.0230,7.6658,0.7238,0.0868,7.8000,0.7033,0.0710,-0.0129
-0.0318,-0.0235,7.7655,0.7318,0.0864,7.9000,0.7104,0.0703,-0.0131
-0.0324,-0.0239,7.8652,0.7398,0.0859,8.0000,0.7174,0.0696,-0.0134
-0.0330,-0.0244,7.9649,0.7478,0.0854,8.1000,0.7243,0.0688,-0.0136
-0.0336,-0.0248,8.0646,0.7556,0.0849,8.2000,0.7311,0.0681,-0.0139
-0.0343,-0.0253,8.1643,0.7635,0.0844,8.3000,0.7379,0.0674,-0.0141
-0.0349,-0.0257,8.2640,0.7712,0.0839,8.4000,0.7446,0.0666,-0.0144
-0.0355,-0.0262,8.3637,0.7789,0.0834,8.5000,0.7513,0.0659,-0.0146
-0.0361,-0.0266,8.4634,0.7865,0.0829,8.6000,0.7578,0.0652,-0.0148
-0.0367,-0.0271,8.5631,0.7941,0.0824,8.7000,0.7643,0.0644,-0.0151
-0.0373,-0.0276,8.6628,0.8016,0.0818,8.8000,0.7707,0.0636,-0.0153
-0.0379,-0.0280,8.7625,0.8090,0.0813,8.9000,0.7771,0.0629,-0.0156
-0.0385,-0.0285,8.8623,0.8164,0.0807,9.0000,0.7833,0.0621,-0.0158
-0.0392,-0.0289,8.9620,0.8237,0.0801,9.1000,0.7895,0.0613,-0.0161
-0.0398,-0.0294,9.0618,0.8309,0.0796,9.2000,0.7956,0.0605,-0.0163
-0.0404,-0.0298,9.1615,0.8380,0.0790,9.3000,0.8016,0.0597,-0.0165
-0.0410,-0.0303,9.2612,0.8451,0.0784,9.4000,0.8076,0.0589,-0.0168
-0.0416,-0.0307,9.3610,0.8521,0.0778,9.5000,0.8134,0.0581,-0.0170
-0.0422,-0.0311,9.4608,0.8591,0.0772,9.6000,0.8192,0.0573,-0.0172
-0.0428,-0.0316,9.5605,0.8659,0.0765,9.7000,0.8249,0.0565,-0.0175
-0.0433,-0.0320,9.6603,0.8727,0.0759,9.8000,0.8305,0.0556,-0.0177
-0.0439,-0.0325,9.7601,0.8795,0.0753,9.9000,0.8360,0.0548,-0.0179
-0.0445,-0.0329,9.8599,0.8861,0.0746,10.0000,0.8415,0.0540,-0.0182
-0.0451,-0.0333,9.9597,0.8927,0.0740,10.1000,0.8468,0.0531,-0.0184
-0.0457,-0.0338,10.0595,0.8992,0.0733,10.2000,0.8521,0.0523,-0.0186
-0.0463,-0.0342,10.1592,0.9056,0.0726,10.3000,0.8573,0.0514,-0.0188
-0.0468,-0.0346,10.2591,0.9119,0.0719,10.4000,0.8624,0.0506,-0.0191
-0.0474,-0.0350,10.3589,0.9182,0.0712,10.5000,0.8674,0.0497,-0.0193
-0.0480,-0.0355,10.4587,0.9243,0.0705,10.6000,0.8724,0.0488,-0.0195
-0.0485,-0.0359,10.5585,0.9304,0.0698,10.7000,0.8772,0.0480,-0.0197
-0.0491,-0.0363,10.6583,0.9364,0.0691,10.8000,0.8820,0.0471,-0.0199
-0.0497,-0.0367,10.7581,0.9423,0.0684,10.9000,0.8866,0.0462,-0.0202
-0.0502,-0.0371,10.8580,0.9482,0.0676,11.0000,0.8912,0.0453,-0.0204
-0.0508,-0.0375,10.9578,0.9539,0.0669,11.1000,0.8957,0.0444,-0.0206
-0.0513,-0.0379,11.0577,0.9596,0.0662,11.2000,0.9001,0.0435,-0.0208
-0.0518,-0.0383,11.1575,0.9652,0.0654,11.3000,0.9044,0.0426,-0.0210
-0.0524,-0.0387,11.2574,0.9707,0.0646,11.4000,0.9086,0.0417,-0.0212
-0.0529,-0.0391,11.3572,0.9761,0.0639,11.5000,0.9128,0.0408,-0.0214
-0.0534,-0.0395,11.4571,0.9814,0.0631,11.6000,0.9168,0.0399,-0.0216
-0.0539,-0.0399,11.5570,0.9867,0.0623,11.7000,0.9208,0.0390,-0.0218
-0.0545,-0.0403,11.6568,0.9918,0.0615,11.8000,0.9246,0.0381,-0.0220
-0.0550,-0.0406,11.7567,0.9969,0.0607,11.9000,0.9284,0.0371,-0.0222
-0.0555,-0.0410,11.8566,1.0019,0.0599,12.0000,0.9320,0.0362,-0.0224
-0.0560,-0.0414,11.9565,1.0067,0.0590,12.1000,0.9356,0.0353,-0.0226
-0.0565,-0.0417,12.0564,1.0115,0.0582,12.2000,0.9391,0.0344,-0.0228
-0.0569,-0.0421,12.1563,1.0162,0.0574,12.3000,0.9425,0.0334,-0.0230
-0.0574,-0.0425,12.2562,1.0208,0.0565,12.4000,0.9458,0.0325,-0.0232
-0.0579,-0.0428,12.3561,1.0253,0.0557,12.5000,0.9490,0.0315,-0.0234
-0.0584,-0.0432,12.4560,1.0297,0.0548,12.6000,0.9521,0.0306,-0.0235
-0.0588,-0.0435,12.5559,1.0340,0.0540,12.7000,0.9551,0.0296,-0.0237
-0.0593,-0.0438,12.6558,1.0383,0.0531,12.8000,0.9580,0.0287,-0.0239
-0.0597,-0.0442,12.7557,1.0424,0.0522,12.9000,0.9608,0.0277,-0.0241
-0.0602,-0.0445,12.8557,1.0464,0.0513,13.0000,0.9636,0.0267,-0.0242
-0.0606,-0.0448,12.9556,1.0503,0.0505,13.1000,0.9662,0.0258,-0.0244
-0.0611,-0.0452,13.0555,1.0542,0.0496,13.2000,0.9687,0.0248,-0.0246
-0.0615,-0.0455,13.1555,1.0579,0.0487,13.3000,0.9711,0.0238,-0.0247
-0.0619,-0.0458,13.2554,1.0615,0.0477,13.4000,0.9735,0.0229,-0.0249
-0.0623,-0.0461,13.3554,1.0651,0.0468,13.5000,0.9757,0.0219,-0.0251
-0.0627,-0.0464,13.4553,1.0685,0.0459,13.6000,0.9779,0.0209,-0.0252
-0.0631,-0.0467,13.5553,1.0718,0.0450,13.7000,0.9799,0.0199,-0.0254
-0.0635,-0.0470,13.6552,1.0751,0.0440,13.8000,0.9819,0.0190,-0.0255
-0.0639,-0.0473,13.7552,1.0782,0.0431,13.9000,0.9837,0.0180,-0.0257
-0.0643,-0.0476,13.8551,1.0812,0.0422,14.0000,0.9855,0.0170,-0.0258
-0.0647,-0.0478,13.9551,1.0842,0.0412,14.1000,0.9871,0.0160,-0.0259
-0.0650,-0.0481,14.0551,1.0870,0.0403,14.2000,0.9887,0.0150,-0.0261
-0.0654,-0.0484,14.1550,1.0897,0.0393,14.3000,0.9901,0.0140,-0.0262
-0.0657,-0.0486,14.2550,1.0923,0.0383,14.4000,0.9915,0.0130,-0.0264
-0.0661,-0.0489,14.3550,1.0949,0.0373,14.5000,0.9927,0.0120,-0.0265
-0.0664,-0.0491,14.4550,1.0973,0.0364,14.6000,0.9939,0.0111,-0.0266
-0.0668,-0.0494,14.5549,1.0996,0.0354,14.7000,0.9949,0.0101,-0.0267
-0.0671,-0.0496,14.6549,1.1018,0.0344,14.8000,0.9959,0.0091,-0.0269
-0.0674,-0.0499,14.7549,1.1039,0.0334,14.9000,0.9967,0.0081,-0.0270
-0.0677,-0.0501,14.8549,1.1059,0.0324,15.0000,0.9975,0.0071,-0.0271
-0.0680,-0.0503,14.9549,1.1078,0.0314,15.1000,0.9982,0.0061,-0.0272
-0.0683,-0.0505,15.0549,1.1096,0.0304,15.2000,0.9987,0.0051,-0.0273
-0.0686,-0.0507,15.1549,1.1112,0.0294,15.3000,0.9992,0.0041,-0.0274
-0.0689,-0.0510,15.2549,1.1128,0.0284,15.4000,0.9995,0.0031,-0.0275
-0.0691,-0.0512,15.3549,1.1143,0.0274,15.5000,0.9998,0.0021,-0.0276
-0.0694,-0.0514,15.4549,1.1156,0.0263,15.6000,0.9999,0.0011,-0.0277
-0.0696,-0.0515,15.5549,1.1169,0.0253,15.7000,1.0000,0.0001,-0.0278
-0.0699,-0.0517,15.6549,1.1180,0.0243,15.8000,1.0000,-0.0009,-0.0279
-0.0701,-0.0519,15.7549,1.1190,0.0232,15.9000,0.9998,-0.0019,-0.0280
-0.0704,-0.0521,15.8549,1.1199,0.0222,16.0000,0.9996,-0.0029,-0.0281
-0.0706,-0.0522,15.9549,1.1208,0.0212,16.1000,0.9992,-0.0039,-0.0282
-0.0708,-0.0524,16.0549,1.1215,0.0201,16.2000,0.9988,-0.0049,-0.0282
-0.0710,-0.0526,16.1549,1.1221,0.0191,16.3000,0.9982,-0.0059,-0.0283
-0.0712,-0.0527,16.2549,1.1225,0.0180,16.4000,0.9976,-0.0069,-0.0284
-0.0714,-0.0528,16.3549,1.1229,0.0170,16.5000,0.9969,-0.0079,-0.0284
-0.0716,-0.0530,16.4550,1.1232,0.0159,16.6000,0.9960,-0.0089,-0.0285
-0.0717,-0.0531,16.5550,1.1233,0.0148,16.7000,0.9951,-0.0099,-0.0286
-0.0719,-0.0532,16.6550,1.1234,0.0138,16.8000,0.9940,-0.0109,-0.0286
-0.0721,-0.0533,16.7550,1.1233,0.0127,16.9000,0.9929,-0.0119,-0.0287
-0.0722,-0.0535,16.8550,1.1232,0.0117,17.0000,0.9917,-0.0129,-0.0287
-0.0724,-0.0536,16.9550,1.1229,0.0106,17.1000,0.9903,-0.0139,-0.0288
-0.0725,-0.0537,17.0550,1.1225,0.0095,17.2000,0.9889,-0.0149,-0.0288
-0.0726,-0.0538,17.1550,1.1220,0.0084,17.3000,0.9874,-0.0159,-0.0289
-0.0727,-0.0538,17.2550,1.1214,0.0074,17.4000,0.9857,-0.0168,-0.0289
-0.0728,-0.0539,17.3550,1.1207,0.0063,17.5000,0.9840,-0.0178,-0.0289
-0.0729,-0.0540,17.4550,1.1199,0.0052,17.6000,0.9822,-0.0188,-0.0290
-0.0730,-0.0541,17.5551,1.1189,0.0041,17.7000,0.9802,-0.0198,-0.0290
-0.0731,-0.0541,17.6551,1.1179,0.0030,17.8000,0.9782,-0.0208,-0.0290
-0.0732,-0.0542,17.7551,1.1167,0.0020,17.9000,0.9761,-0.0217,-0.0291
-0.0733,-0.0542,17.8551,1.1154,0.0009,18.0000,0.9738,-0.0227,-0.0291
-0.0733,-0.0543,17.9551,1.1141,-0.0002,18.1000,0.9715,-0.0237,-0.0291
-0.0734,-0.0543,18.0551,1.1126,-0.0013,18.2000,0.9691,-0.0247,-0.0291
-0.0734,-0.0544,18.1551,1.1110,-0.0024,18.3000,0.9666,-0.0256,-0.0291
-0.0734,-0.0544,18.2551,1.1093,-0.0035,18.4000,0.9640,-0.0266,-0.0291
-0.0735,-0.0544,18.3551,1.1075,-0.0046,18.5000,0.9613,-0.0276,-0.0291
-0.0735,-0.0544,18.4550,1.1055,-0.0056,18.6000,0.9585,-0.0285,-0.0291
-0.0735,-0.0544,18.5550,1.1035,-0.0067,18.7000,0.9556,-0.0295,-0.0291
-0.0735,-0.0544,18.6550,1.1014,-0.0078,18.8000,0.9526,-0.0304,-0.0291
-0.0735,-0.0544,18.7550,1.0991,-0.0089,18.9000,0.9495,-0.0314,-0.0291
-0.0735,-0.0544,18.8550,1.0967,-0.0100,19.0000,0.9463,-0.0323,-0.0291
-0.0734,-0.0544,18.9550,1.0943,-0.0111,19.1000,0.9430,-0.0333,-0.0291
-0.0734,-0.0544,19.0549,1.0917,-0.0122,19.2000,0.9396,-0.0342,-0.0290
-0.0734,-0.0543,19.1549,1.0890,-0.0133,19.3000,0.9362,-0.0351,-0.0290
-0.0733,-0.0543,19.2549,1.0862,-0.0143,19.4000,0.9326,-0.0361,-0.0290
-0.0732,-0.0543,19.3549,1.0833,-0.0154,19.5000,0.9290,-0.0370,-0.0290
-0.0732,-0.0542,19.4548,1.0803,-0.0165,19.6000,0.9252,-0.0379,-0.0289
-0.0731,-0.0541,19.5548,1.0772,-0.0176,19.7000,0.9214,-0.0388,-0.0289
-0.0730,-0.0541,19.6547,1.0740,-0.0187,19.8000,0.9174,-0.0398,-0.0288
-0.0729,-0.0540,19.7547,1.0707,-0.0198,19.9000,0.9134,-0.0407,-0.0288
-0.0728,-0.0539,19.8547,1.0672,-0.0208,20.0000,0.9093,-0.0416,-0.0288
-0.0727,-0.0539,19.9546,1.0637,-0.0219,20.1000,0.9051,-0.0425,-0.0287
-0.0726,-0.0538,20.0545,1.0600,-0.0230,20.2000,0.9008,-0.0434,-0.0287
-0.0725,-0.0537,20.1545,1.0563,-0.0241,20.3000,0.8964,-0.0443,-0.0286
-0.0723,-0.0536,20.2544,1.0524,-0.0251,20.4000,0.8919,-0.0452,-0.0285
-0.0722,-0.0535,20.3544,1.0485,-0.0262,20.5000,0.8874,-0.0461,-0.0285
-0.0720,-0.0534,20.4543,1.0444,-0.0273,20.6000,0.8827,-0.0470,-0.0284
-0.0719,-0.0533,20.5542,1.0402,-0.0284,20.7000,0.8780,-0.0478,-0.0283
-0.0717,-0.0531,20.6541,1.0360,-0.0294,20.8000,0.8731,-0.0487,-0.0283
-0.0715,-0.0530,20.7540,1.0316,-0.0305,20.9000,0.8682,-0.0496,-0.0282
-0.0714,-0.0529,20.8540,1.0271,-0.0315,21.0000,0.8632,-0.0504,-0.0281
-0.0712,-0.0527,20.9539,1.0225,-0.0326,21.1000,0.8581,-0.0513,-0.0280
-0.0710,-0.0526,21.0538,1.0178,-0.0337,21.2000,0.8529,-0.0522,-0.0279
-0.0708,-0.0524,21.1537,1.0131,-0.0347,21.3000,0.8477,-0.0530,-0.0279
-0.0706,-0.0523,21.2535,1.0082,-0.0358,21.4000,0.8423,-0.0538,-0.0278
-0.0703,-0.0521,21.3534,1.0032,-0.0368,21.5000,0.8369,-0.0547,-0.0277
-0.0701,-0.0520,21.4533,0.9981,-0.0378,21.6000,0.8314,-0.0555,-0.0276
-0.0699,-0.0518,21.5532,0.9929,-0.0389,21.7000,0.8258,-0.0563,-0.0275
-0.0696,-0.0516,21.6531,0.9876,-0.0399,21.8000,0.8201,-0.0572,-0.0274
-0.0694,-0.0514,21.7529,0.9823,-0.0410,21.9000,0.8143,-0.0580,-0.0273
-0.0691,-0.0512,21.8528,0.9768,-0.0420,22.0000,0.8085,-0.0588,-0.0271
-0.0688,-0.0510,21.9526,0.9712,-0.0430,22.1000,0.8026,-0.0596,-0.0270
-0.0686,-0.0508,22.0525,0.9655,-0.0440,22.2000,0.7966,-0.0604,-0.0269
-0.0683,-0.0506,22.1523,0.9597,-0.0450,22.3000,0.7905,-0.0612,-0.0268
-0.0680,-0.0504,22.2522,0.9539,-0.0461,22.4000,0.7843,-0.0620,-0.0267
-0.0677,-0.0502,22.3520,0.9479,-0.0471,22.5000,0.7781,-0.0627,-0.0265
-0.0674,-0.0499,22.4518,0.9419,-0.0481,22.6000,0.7717,-0.0635,-0.0264
-0.0671,-0.0497,22.5516,0.9357,-0.0491,22.7001,0.7654,-0.0643,-0.0263
-0.0667,-0.0495,22.6515,0.9295,-0.0501,22.8001,0.7589,-0.0650,-0.0262
-0.0664,-0.0492,22.7513,0.9231,-0.0510,22.9001,0.7523,-0.0658,-0.0260
-0.0661,-0.0490,22.8511,0.9167,-0.0520,23.0001,0.7457,-0.0665,-0.0259
-0.0657,-0.0487,22.9509,0.9102,-0.0530,23.1001,0.7390,-0.0673,-0.0257
-0.0654,-0.0485,23.0506,0.9036,-0.0540,23.2001,0.7322,-0.0680,-0.0256
-0.0650,-0.0482,23.1504,0.8969,-0.0550,23.3001,0.7254,-0.0687,-0.0254
-0.0647,-0.0479,23.2502,0.8901,-0.0559,23.4001,0.7185,-0.0694,-0.0253
-0.0643,-0.0477,23.3500,0.8832,-0.0569,23.5001,0.7115,-0.0702,-0.0251
-0.0639,-0.0474,23.4497,0.8762,-0.0578,23.6001,0.7044,-0.0709,-0.0250
-0.0635,-0.0471,23.5495,0.8692,-0.0588,23.7001,0.6973,-0.0716,-0.0248
-0.0631,-0.0468,23.6493,0.8620,-0.0597,23.8001,0.6901,-0.0722,-0.0247
-0.0627,-0.0465,23.7490,0.8548,-0.0607,23.9001,0.6828,-0.0729,-0.0245
-0.0623,-0.0462,23.8487,0.8475,-0.0616,24.0001,0.6755,-0.0736,-0.0243
-0.0619,-0.0459,23.9485,0.8401,-0.0625,24.1001,0.6681,-0.0743,-0.0242
-0.0615,-0.0456,24.0482,0.8326,-0.0634,24.2001,0.6606,-0.0749,-0.0240
-0.0611,-0.0453,24.1479,0.8250,-0.0643,24.3001,0.6530,-0.0756,-0.0238
-0.0606,-0.0450,24.2476,0.8174,-0.0652,24.4001,0.6454,-0.0762,-0.0236
-0.0602,-0.0446,24.3473,0.8097,-0.0661,24.5001,0.6378,-0.0769,-0.0235
-0.0598,-0.0443,24.4470,0.8018,-0.0670,24.6001,0.6300,-0.0775,-0.0233
-0.0593,-0.0440,24.5467,0.7940,-0.0679,24.7001,0.6222,-0.0781,-0.0231
-0.0588,-0.0436,24.6464,0.7860,-0.0688,24.8001,0.6144,-0.0787,-0.0229
-0.0584,-0.0433,24.7461,0.7779,-0.0697,24.9001,0.6064,-0.0793,-0.0227
-0.0579,-0.0429,24.8458,0.7698,-0.0705,25.0001,0.5985,-0.0799,-0.0225
-0.0574,-0.0426,24.9455,0.7616,-0.0714,25.1001,0.5904,-0.0805,-0.0223
-0.0569,-0.0422,25.0451,0.7533,-0.0723,25.2001,0.5823,-0.0811,-0.0221
-0.0565,-0.0419,25.1448,0.7450,-0.0731,25.3001,0.5742,-0.0817,-0.0219
-0.0560,-0.0415,25.2444,0.7365,-0.0739,25.4001,0.5660,-0.0823,-0.0217
-0.0555,-0.0411,25.3441,0.7280,-0.0748,25.5001,0.5577,-0.0828,-0.0215
-0.0550,-0.0408,25.4437,0.7195,-0.0756,25.6001,0.5494,-0.0834,-0.0213
-0.0544,-0.0404,25.5433,0.7108,-0.0764,25.7001,0.5410,-0.0839,-0.0211
-0.0539,-0.0400,25.6430,0.7021,-0.0772,25.8001,0.5325,-0.0844,-0.0209
-0.0534,-0.0396,25.7426,0.6933,-0.0780,25.9001,0.5240,-0.0850,-0.0207
-0.0529,-0.0392,25.8422,0.6844,-0.0788,26.0001,0.5155,-0.0855,-0.0205
-0.0523,-0.0388,25.9418,0.6755,-0.0796,26.1001,0.5069,-0.0860,-0.0202
-0.0518,-0.0384,26.0414,0.6665,-0.0804,26.2001,0.4983,-0.0865,-0.0200
-0.0512,-0.0380,26.1410,0.6575,-0.0811,26.3001,0.4896,-0.0870,-0.0198
-0.0507,-0.0376,26.2406,0.6483,-0.0819,26.4001,0.4808,-0.0875,-0.0196
-0.0501,-0.0372,26.3402,0.6391,-0.0826,26.5001,0.4720,-0.0879,-0.0194
-0.0496,-0.0368,26.4397,0.6299,-0.0834,26.6001,0.4632,-0.0884,-0.0191
-0.0490,-0.0364,26.5393,0.6206,-0.0841,26.7001,0.4543,-0.0889,-0.0189
-0.0484,-0.0359,26.6389,0.6112,-0.0849,26.8001,0.4454,-0.0893,-0.0187
-0.0478,-0.0355,26.7384,0.6018,-0.0856,26.9001,0.4364,-0.0897,-0.0184
-0.0473,-0.0351,26.8380,0.5923,-0.0863,27.0001,0.4274,-0.0902,-0.0182
-0.0467,-0.0346,26.9375,0.5827,-0.0870,27.1001,0.4183,-0.0906,-0.0180
-0.0461,-0.0342,27.0371,0.5731,-0.0877,27.2001,0.4092,-0.0910,-0.0177
-0.0455,-0.0338,27.1366,0.5634,-0.0884,27.3001,0.4001,-0.0914,-0.0175
-0.0449,-0.0333,27.2361,0.5537,-0.0890,27.4001,0.3909,-0.0918,-0.0172
-0.0443,-0.0329,27.3357,0.5439,-0.0897,27.5001,0.3817,-0.0922,-0.0170
-0.0437,-0.0324,27.4352,0.5340,-0.0904,27.6001,0.3724,-0.0925,-0.0168
-0.0430,-0.0320,27.5347,0.5241,-0.0910,27.7001,0.3631,-0.0929,-0.0165
-0.0424,-0.0315,27.6342,0.5142,-0.0917,27.8001,0.3538,-0.0933,-0.0163
-0.0418,-0.0310,27.7337,0.5042,-0.0923,27.9001,0.3444,-0.0936,-0.0160
-0.0412,-0.0306,27.8332,0.4942,-0.0929,28.0001,0.3350,-0.0939,-0.0157
-0.0405,-0.0301,27.9327,0.4841,-0.0935,28.1001,0.3255,-0.0943,-0.0155
-0.0399,-0.0296,28.0322,0.4739,-0.0941,28.2001,0.3161,-0.0946,-0.0152
-0.0393,-0.0292,28.1317,0.4637,-0.0947,28.3001,0.3066,-0.0949,-0.0150
-0.0386,-0.0287,28.2311,0.4535,-0.0953,28.4001,0.2970,-0.0952,-0.0147
-0.0380,-0.0282,28.3306,0.4432,-0.0959,28.5001,0.2875,-0.0955,-0.0145
