v,omega,x,y,phi,xr,yr,phir,delta
-0.0115,-0.0085,3.3835,0.3341,0.0977,3.5000,0.3429,0.0937,-0.0051
-0.0121,-0.0089,3.4831,0.3436,0.0975,3.6000,0.3523,0.0933,-0.0053
-0.0127,-0.0093,3.5826,0.3531,0.0974,3.7000,0.3616,0.0930,-0.0055
-0.0133,-0.0097,3.6822,0.3626,0.0972,3.8000,0.3709,0.0926,-0.0058
-0.0139,-0.0102,3.7817,0.3720,0.0970,3.9000,0.3802,0.0922,-0.0060
-0.0145,-0.0106,3.8813,0.3814,0.0968,4.0000,0.3894,0.0918,-0.0063
-0.0151,-0.0111,3.9809,0.3908,0.0966,4.1000,0.3986,0.0915,-0.0065
-0.0157,-0.0115,4.0804,0.4001,0.0963,4.2000,0.4078,0.0911,-0.0067
-0.0163,-0.0120,4.1800,0.4094,0.0961,4.3000,0.4169,0.0906,-0.0070
-0.0169,-0.0124,4.2796,0.4187,0.0959,4.4000,0.4259,0.0902,-0.0072
-0.0175,-0.0129,4.3791,0.4279,0.0956,4.5000,0.4350,0.0898,-0.0075
-0.0181,-0.0133,4.4787,0.4371,0.0954,4.6000,0.4439,0.0894,-0.0077
-0.0187,-0.0138,4.5783,0.4463,0.0951,4.7000,0.4529,0.0889,-0.0080
-0.0194,-0.0142,4.6779,0.4554,0.0948,4.8000,0.4618,0.0885,-0.0082
-0.0200,-0.0147,4.7775,0.4645,0.0945,4.9000,0.4706,0.0880,-0.0085
-0.0206,-0.0152,4.8771,0.4736,0.0942,5.0000,0.4794,0.0875,-0.0087
-0.0212,-0.0156,4.9766,0.4826,0.0939,5.1000,0.4882,0.0871,-0.0090
-0.0219,-0.0161,5.0762,0.4915,0.0936,5.2000,0.4969,0.0866,-0.0092
-0.0225,-0.0166,5.1759,0.5004,0.0933,5.3000,0.5055,0.0861,-0.0095
-0.0231,-0.0170,5.2755,0.5093,0.0930,5.4000,0.5141,0.0856,-0.0097
-0.0238,-0.0175,5.3751,0.5181,0.0926,5.5000,0.5227,0.0850,-0.0100
-0.0244,-0.0180,5.4747,0.5269,0.0923,5.6000,0.5312,0.0845,-0.0102
-0.0250,-0.0185,5.5743,0.5356,0.0919,5.7000,0.5396,0.0840,-0.0105
-0.0257,-0.0189,5.6739,0.5443,0.0916,5.8000,0.5480,0.0835,-0.0107
-0.0263,-0.0194,5.7736,0.5529,0.0912,5.9000,0.5564,0.0829,-0.0110
-0.0269,-0.0199,5.8732,0.5615,0.0908,6.0000,0.5646,0.0823,-0.0112
-0.0276,-0.0203,5.9728,0.5700,0.0904,6.1000,0.5729,0.0818,-0.0115
-0.0282,-0.0208,6.0725,0.5785,0.0900,6.2000,0.5810,0.0812,-0.0117
-0.0288,-0.0213,6.1721,0.5870,0.0896,6.3000,0.5891,0.0806,-0.0120
-0.0295,-0.0217,6.2718,0.5953,0.0891,6.4000,0.5972,0.0800,-0.0122
-0.0301,-0.0222,6.3714,0.6036,0.0887,6.5000,0.6052,0.0794,-0.0125
-0.0307,-0.0227,6.4711,0.6119,0.0883,6.6000,0.6131,0.0788,-0.0127
-0.0313,-0.0231,6.5707,0.6201,0.0878,6.7000,0.6210,0.0782,-0.0130
-0.0320,-0.0236,6.6704,0.6282,0.0874,6.8000,0.6288,0.0776,-0.0132
-0.0326,-0.0240,6.7701,0.6363,0.0869,6.9000,0.6365,0.0770,-0.0135
-0.0332,-0.0245,6.8698,0.6444,0.0864,7.0000,0.6442,0.0763,-0.0137
-0.0338,-0.0250,6.9695,0.6523,0.0859,7.1000,0.6518,0.0757,-0.0139
-0.0344,-0.0254,7.0691,0.6602,0.0854,7.2000,0.6594,0.0750,-0.0142
-0.0350,-0.0259,7.1688,0.6681,0.0849,7.3000,0.6669,0.0744,-0.0144
-0.0356,-0.0263,7.2685,0.6759,0.0844,7.4000,0.6743,0.0737,-0.0147
-0.0362,-0.0268,7.3682,0.6836,0.0839,7.5000,0.6816,0.0730,-0.0149
-0.0368,-0.0272,7.4679,0.6912,0.0833,7.6000,0.6889,0.0724,-0.0151
-0.0374,-0.0276,7.5677,0.6988,0.0828,7.7000,0.6961,0.0717,-0.0154
-0.0380,-0.0281,7.6674,0.7063,0.0822,7.8000,0.7033,0.0710,-0.0156
-0.0386,-0.0285,7.7671,0.7138,0.0817,7.9000,0.7104,0.0703,-0.0158
-0.0392,-0.0290,7.8668,0.7212,0.0811,8.0000,0.7174,0.0696,-0.0161
-0.0398,-0.0294,7.9666,0.7285,0.0805,8.1000,0.7243,0.0688,-0.0163
-0.0404,-0.0298,8.0663,0.7358,0.0799,8.2000,0.7311,0.0681,-0.0165
-0.0409,-0.0302,8.1661,0.7429,0.0793,8.3000,0.7379,0.0674,-0.0167
-0.0415,-0.0307,8.2658,0.7500,0.0787,8.4000,0.7446,0.0666,-0.0170
-0.0421,-0.0311,8.3656,0.7571,0.0781,8.5000,0.7513,0.0659,-0.0172
-0.0427,-0.0315,8.4653,0.7640,0.0775,8.6000,0.7578,0.0652,-0.0174
-0.0432,-0.0319,8.5651,0.7709,0.0769,8.7000,0.7643,0.0644,-0.0176
-0.0438,-0.0323,8.6649,0.7778,0.0762,8.8000,0.7707,0.0636,-0.0178
-0.0443,-0.0327,8.7646,0.7845,0.0756,8.9000,0.7771,0.0629,-0.0180
-0.0449,-0.0332,8.8644,0.7912,0.0749,9.0000,0.7833,0.0621,-0.0183
-0.0454,-0.0336,8.9642,0.7978,0.0743,9.1000,0.7895,0.0613,-0.0185
-0.0459,-0.0340,9.0640,0.8043,0.0736,9.2000,0.7956,0.0605,-0.0187
-0.0465,-0.0343,9.1638,0.8107,0.0729,9.3000,0.8016,0.0597,-0.0189
-0.0470,-0.0347,9.2636,0.8171,0.0722,9.4000,0.8076,0.0589,-0.0191
-0.0475,-0.0351,9.3634,0.8233,0.0715,9.5000,0.8134,0.0581,-0.0193
-0.0480,-0.0355,9.4632,0.8295,0.0708,9.6000,0.8192,0.0573,-0.0195
-0.0486,-0.0359,9.5630,0.8357,0.0701,9.7000,0.8249,0.0565,-0.0197
-0.0491,-0.0363,9.6629,0.8417,0.0694,9.8000,0.8305,0.0556,-0.0199
-0.0496,-0.0366,9.7627,0.8476,0.0687,9.9000,0.8360,0.0548,-0.0201
-0.0501,-0.0370,9.8625,0.8535,0.0679,10.0000,0.8415,0.0540,-0.0203
-0.0505,-0.0374,9.9624,0.8593,0.0672,10.1000,0.8468,0.0531,-0.0205
-0.0510,-0.0377,10.0622,0.8650,0.0665,10.2000,0.8521,0.0523,-0.0206
-0.0515,-0.0381,10.1620,0.8706,0.0657,10.3000,0.8573,0.0514,-0.0208
-0.0520,-0.0384,10.2619,0.8762,0.0649,10.4000,0.8624,0.0506,-0.0210
-0.0525,-0.0388,10.3617,0.8816,0.0642,10.5000,0.8674,0.0497,-0.0212
-0.0529,-0.0391,10.4616,0.8870,0.0634,10.6000,0.8724,0.0488,-0.0214
-0.0534,-0.0395,10.5615,0.8923,0.0626,10.7000,0.8772,0.0480,-0.0216
-0.0538,-0.0398,10.6613,0.8975,0.0618,10.8000,0.8820,0.0471,-0.0217
-0.0543,-0.0401,10.7612,0.9026,0.0610,10.9000,0.8866,0.0462,-0.0219
-0.0547,-0.0405,10.8611,0.9076,0.0602,11.0000,0.8912,0.0453,-0.0221
-0.0552,-0.0408,10.9610,0.9125,0.0594,11.1000,0.8957,0.0444,-0.0222
-0.0556,-0.0411,11.0609,0.9173,0.0586,11.2000,0.9001,0.0435,-0.0224
-0.0560,-0.0414,11.1608,0.9221,0.0578,11.3000,0.9044,0.0426,-0.0226
-0.0564,-0.0417,11.2607,0.9267,0.0569,11.4000,0.9086,0.0417,-0.0227
-0.0568,-0.0420,11.3606,0.9313,0.0561,11.5000,0.9128,0.0408,-0.0229
-0.0572,-0.0423,11.4605,0.9358,0.0553,11.6000,0.9168,0.0399,-0.0230
-0.0576,-0.0426,11.5604,0.9402,0.0544,11.7000,0.9208,0.0390,-0.0232
-0.0580,-0.0429,11.6603,0.9445,0.0536,11.8000,0.9246,0.0381,-0.0233
-0.0584,-0.0432,11.7602,0.9486,0.0527,11.9000,0.9284,0.0371,-0.0235
-0.0588,-0.0435,11.8601,0.9528,0.0518,12.0000,0.9320,0.0362,-0.0236
-0.0592,-0.0438,11.9601,0.9568,0.0510,12.1000,0.9356,0.0353,-0.0238
-0.0595,-0.0440,12.0600,0.9607,0.0501,12.2000,0.9391,0.0344,-0.0239
-0.0599,-0.0443,12.1599,0.9645,0.0492,12.3000,0.9425,0.0334,-0.0240
-0.0602,-0.0446,12.2599,0.9682,0.0483,12.4000,0.9458,0.0325,-0.0242
-0.0606,-0.0448,12.3598,0.9718,0.0474,12.5000,0.9490,0.0315,-0.0243
-0.0609,-0.0451,12.4598,0.9754,0.0465,12.6000,0.9521,0.0306,-0.0244
-0.0613,-0.0453,12.5597,0.9788,0.0456,12.7000,0.9551,0.0296,-0.0246
-0.0616,-0.0456,12.6597,0.9821,0.0447,12.8000,0.9580,0.0287,-0.0247
-0.0619,-0.0458,12.7596,0.9854,0.0438,12.9000,0.9608,0.0277,-0.0248
-0.0622,-0.0460,12.8596,0.9885,0.0429,13.0000,0.9636,0.0267,-0.0249
-0.0625,-0.0463,12.9595,0.9916,0.0420,13.1000,0.9662,0.0258,-0.0250
-0.0628,-0.0465,13.0595,0.9945,0.0411,13.2000,0.9687,0.0248,-0.0252
-0.0631,-0.0467,13.1595,0.9974,0.0401,13.3000,0.9711,0.0238,-0.0253
-0.0634,-0.0469,13.2594,1.0001,0.0392,13.4000,0.9735,0.0229,-0.0254
-0.0637,-0.0471,13.3594,1.0028,0.0383,13.5000,0.9757,0.0219,-0.0255
-0.0640,-0.0473,13.4594,1.0053,0.0373,13.6000,0.9779,0.0209,-0.0256
-0.0642,-0.0475,13.5594,1.0078,0.0364,13.7000,0.9799,0.0199,-0.0257
-0.0645,-0.0477,13.6593,1.0101,0.0354,13.8000,0.9819,0.0190,-0.0258
-0.0648,-0.0479,13.7593,1.0124,0.0345,13.9000,0.9837,0.0180,-0.0259
-0.0650,-0.0481,13.8593,1.0145,0.0335,14.0000,0.9855,0.0170,-0.0260
-0.0652,-0.0483,13.9593,1.0166,0.0325,14.1000,0.9871,0.0160,-0.0261
-0.0655,-0.0485,14.0593,1.0185,0.0316,14.2000,0.9887,0.0150,-0.0261
-0.0657,-0.0486,14.1593,1.0204,0.0306,14.3000,0.9901,0.0140,-0.0262
-0.0659,-0.0488,14.2593,1.0221,0.0296,14.4000,0.9915,0.0130,-0.0263
-0.0661,-0.0489,14.3593,1.0238,0.0287,14.5000,0.9927,0.0120,-0.0264
-0.0663,-0.0491,14.4593,1.0253,0.0277,14.6000,0.9939,0.0111,-0.0265
-0.0665,-0.0492,14.5593,1.0268,0.0267,14.7000,0.9949,0.0101,-0.0265
-0.0667,-0.0494,14.6593,1.0281,0.0257,14.8000,0.9959,0.0091,-0.0266
-0.0669,-0.0495,14.7593,1.0293,0.0247,14.9000,0.9967,0.0081,-0.0267
-0.0671,-0.0497,14.8593,1.0305,0.0237,15.0000,0.9975,0.0071,-0.0267
-0.0673,-0.0498,14.9593,1.0315,0.0227,15.1000,0.9982,0.0061,-0.0268
-0.0674,-0.0499,15.0593,1.0324,0.0218,15.2000,0.9987,0.0051,-0.0268
-0.0676,-0.0500,15.1593,1.0333,0.0208,15.3000,0.9992,0.0041,-0.0269
-0.0677,-0.0501,15.2593,1.0340,0.0198,15.4000,0.9995,0.0031,-0.0270
-0.0679,-0.0502,15.3593,1.0346,0.0187,15.5000,0.9998,0.0021,-0.0270
-0.0680,-0.0503,15.4593,1.0351,0.0177,15.6000,0.9999,0.0011,-0.0270
-0.0681,-0.0504,15.5593,1.0355,0.0167,15.7000,1.0000,0.0001,-0.0271
-0.0682,-0.0505,15.6593,1.0359,0.0157,15.8000,1.0000,-0.0009,-0.0271
-0.0683,-0.0506,15.7593,1.0361,0.0147,15.9000,0.9998,-0.0019,-0.0272
-0.0685,-0.0507,15.8593,1.0362,0.0137,16.0000,0.9996,-0.0029,-0.0272
-0.0685,-0.0508,15.9593,1.0362,0.0127,16.1000,0.9992,-0.0039,-0.0272
-0.0686,-0.0508,16.0594,1.0361,0.0117,16.2000,0.9988,-0.0049,-0.0273
-0.0687,-0.0509,16.1594,1.0359,0.0107,16.3000,0.9982,-0.0059,-0.0273
-0.0688,-0.0509,16.2594,1.0356,0.0096,16.4000,0.9976,-0.0069,-0.0273
-0.0689,-0.0510,16.3594,1.0352,0.0086,16.5000,0.9969,-0.0079,-0.0273
-0.0689,-0.0510,16.4594,1.0346,0.0076,16.6000,0.9960,-0.0089,-0.0274
-0.0690,-0.0511,16.5594,1.0340,0.0066,16.7000,0.9951,-0.0099,-0.0274
-0.0690,-0.0511,16.6594,1.0333,0.0056,16.8000,0.9940,-0.0109,-0.0274
-0.0691,-0.0511,16.7594,1.0325,0.0045,16.9000,0.9929,-0.0119,-0.0274
-0.0691,-0.0512,16.8594,1.0315,0.0035,17.0000,0.9917,-0.0129,-0.0274
-0.0691,-0.0512,16.9594,1.0305,0.0025,17.1000,0.9903,-0.0139,-0.0274
-0.0691,-0.0512,17.0594,1.0294,0.0015,17.2000,0.9889,-0.0149,-0.0274
-0.0691,-0.0512,17.1594,1.0281,0.0004,17.3000,0.9874,-0.0159,-0.0274
-0.0691,-0.0512,17.2594,1.0268,-0.0006,17.4000,0.9857,-0.0168,-0.0274
-0.0691,-0.0512,17.3594,1.0254,-0.0016,17.5000,0.9840,-0.0178,-0.0274
-0.0691,-0.0512,17.4594,1.0238,-0.0026,17.6000,0.9822,-0.0188,-0.0274
-0.0691,-0.0512,17.5594,1.0222,-0.0036,17.7000,0.9802,-0.0198,-0.0274
-0.0691,-0.0512,17.6594,1.0204,-0.0047,17.8000,0.9782,-0.0208,-0.0273
-0.0691,-0.0511,17.7594,1.0186,-0.0057,17.9000,0.9761,-0.0217,-0.0273
-0.0690,-0.0511,17.8594,1.0166,-0.0067,18.0000,0.9738,-0.0227,-0.0273
-0.0690,-0.0511,17.9594,1.0146,-0.0077,18.1000,0.9715,-0.0237,-0.0273
-0.0689,-0.0510,18.0594,1.0124,-0.0088,18.2000,0.9691,-0.0247,-0.0272
-0.0688,-0.0510,18.1594,1.0102,-0.0098,18.3000,0.9666,-0.0256,-0.0272
-0.0688,-0.0509,18.2593,1.0078,-0.0108,18.4000,0.9640,-0.0266,-0.0272
-0.0687,-0.0509,18.3593,1.0054,-0.0118,18.5000,0.9613,-0.0276,-0.0271
-0.0686,-0.0508,18.4593,1.0028,-0.0128,18.6000,0.9585,-0.0285,-0.0271
-0.0685,-0.0508,18.5593,1.0001,-0.0139,18.7000,0.9556,-0.0295,-0.0271
-0.0684,-0.0507,18.6592,0.9974,-0.0149,18.8000,0.9526,-0.0304,-0.0270
-0.0683,-0.0506,18.7592,0.9945,-0.0159,18.9000,0.9495,-0.0314,-0.0270
-0.0682,-0.0505,18.8592,0.9916,-0.0169,19.0000,0.9463,-0.0323,-0.0269
-0.0681,-0.0504,18.9591,0.9885,-0.0179,19.1000,0.9430,-0.0333,-0.0269
-0.0680,-0.0504,19.0591,0.9854,-0.0189,19.2000,0.9396,-0.0342,-0.0268
-0.0678,-0.0503,19.1591,0.9821,-0.0199,19.3000,0.9362,-0.0351,-0.0268
-0.0677,-0.0501,19.2590,0.9788,-0.0209,19.4000,0.9326,-0.0361,-0.0267
-0.0675,-0.0500,19.3590,0.9753,-0.0219,19.5000,0.9290,-0.0370,-0.0266
-0.0674,-0.0499,19.4589,0.9718,-0.0229,19.6000,0.9252,-0.0379,-0.0266
-0.0672,-0.0498,19.5588,0.9681,-0.0239,19.7000,0.9214,-0.0388,-0.0265
-0.0671,-0.0497,19.6588,0.9644,-0.0249,19.8000,0.9174,-0.0398,-0.0264
-0.0669,-0.0496,19.7587,0.9606,-0.0259,19.9000,0.9134,-0.0407,-0.0263
-0.0667,-0.0494,19.8586,0.9566,-0.0269,20.0000,0.9093,-0.0416,-0.0263
-0.0665,-0.0493,19.9586,0.9526,-0.0279,20.1000,0.9051,-0.0425,-0.0262
-0.0663,-0.0491,20.0585,0.9485,-0.0289,20.2000,0.9008,-0.0434,-0.0261
-0.0661,-0.0490,20.1584,0.9443,-0.0299,20.3000,0.8964,-0.0443,-0.0260
-0.0659,-0.0488,20.2583,0.9400,-0.0309,20.4000,0.8919,-0.0452,-0.0259
-0.0657,-0.0487,20.3582,0.9356,-0.0318,20.5000,0.8874,-0.0461,-0.0258
-0.0655,-0.0485,20.4582,0.9311,-0.0328,20.6000,0.8827,-0.0470,-0.0257
-0.0652,-0.0483,20.5581,0.9265,-0.0338,20.7000,0.8780,-0.0478,-0.0256
-0.0650,-0.0482,20.6580,0.9218,-0.0347,20.8000,0.8731,-0.0487,-0.0255
-0.0647,-0.0480,20.7579,0.9170,-0.0357,20.9000,0.8682,-0.0496,-0.0254
-0.0645,-0.0478,20.8577,0.9122,-0.0367,21.0000,0.8632,-0.0504,-0.0253
-0.0642,-0.0476,20.9576,0.9072,-0.0376,21.1000,0.8581,-0.0513,-0.0252
-0.0640,-0.0474,21.0575,0.9022,-0.0386,21.2000,0.8529,-0.0522,-0.0251
-0.0637,-0.0472,21.1574,0.8970,-0.0395,21.3000,0.8477,-0.0530,-0.0250
-0.0634,-0.0470,21.2573,0.8918,-0.0405,21.4000,0.8423,-0.0538,-0.0249
-0.0631,-0.0468,21.3571,0.8865,-0.0414,21.5000,0.8369,-0.0547,-0.0248
-0.0629,-0.0466,21.4570,0.8811,-0.0423,21.6000,0.8314,-0.0555,-0.0246
-0.0626,-0.0464,21.5568,0.8756,-0.0433,21.7000,0.8258,-0.0563,-0.0245
-0.0623,-0.0461,21.6567,0.8700,-0.0442,21.8000,0.8201,-0.0572,-0.0244
-0.0619,-0.0459,21.7565,0.8644,-0.0451,21.9000,0.8143,-0.0580,-0.0243
-0.0616,-0.0457,21.8564,0.8586,-0.0460,22.0000,0.8085,-0.0588,-0.0241
-0.0613,-0.0455,21.9562,0.8528,-0.0470,22.1000,0.8026,-0.0596,-0.0240
-0.0610,-0.0452,22.0561,0.8469,-0.0479,22.2000,0.7966,-0.0604,-0.0239
-0.0607,-0.0450,22.1559,0.8409,-0.0488,22.3000,0.7905,-0.0612,-0.0237
-0.0603,-0.0447,22.2557,0.8348,-0.0497,22.4000,0.7843,-0.0620,-0.0236
-0.0600,-0.0445,22.3555,0.8286,-0.0506,22.5000,0.7781,-0.0627,-0.0234
-0.0596,-0.0442,22.4553,0.8224,-0.0514,22.6000,0.7717,-0.0635,-0.0233
-0.0593,-0.0439,22.5551,0.8160,-0.0523,22.7001,0.7654,-0.0643,-0.0232
-0.0589,-0.0437,22.6549,0.8096,-0.0532,22.8001,0.7589,-0.0650,-0.0230
-0.0585,-0.0434,22.7547,0.8031,-0.0541,22.9001,0.7523,-0.0658,-0.0229
-0.0581,-0.0431,22.8545,0.7966,-0.0550,23.0001,0.7457,-0.0665,-0.0227
-0.0578,-0.0428,22.9543,0.7899,-0.0558,23.1001,0.7390,-0.0673,-0.0225
-0.0574,-0.0425,23.0541,0.7832,-0.0567,23.2001,0.7322,-0.0680,-0.0224
-0.0570,-0.0423,23.1539,0.7764,-0.0575,23.3001,0.7254,-0.0687,-0.0222
-0.0566,-0.0420,23.2536,0.7695,-0.0584,23.4001,0.7185,-0.0694,-0.0221
-0.0562,-0.0417,23.3534,0.7625,-0.0592,23.5001,0.7115,-0.0702,-0.0219
-0.0558,-0.0414,23.4532,0.7555,-0.0600,23.6001,0.7044,-0.0709,-0.0217
-0.0553,-0.0410,23.5529,0.7484,-0.0609,23.7001,0.6973,-0.0716,-0.0216
-0.0549,-0.0407,23.6527,0.7412,-0.0617,23.8001,0.6901,-0.0722,-0.0214
-0.0545,-0.0404,23.7524,0.7339,-0.0625,23.9001,0.6828,-0.0729,-0.0212
-0.0541,-0.0401,23.8521,0.7266,-0.0633,24.0001,0.6755,-0.0736,-0.0210
-0.0536,-0.0398,23.9519,0.7192,-0.0641,24.1001,0.6681,-0.0743,-0.0209
-0.0532,-0.0394,24.0516,0.7117,-0.0649,24.2001,0.6606,-0.0749,-0.0207
-0.0527,-0.0391,24.1513,0.7041,-0.0657,24.3001,0.6530,-0.0756,-0.0205
-0.0523,-0.0388,24.2510,0.6965,-0.0665,24.4001,0.6454,-0.0762,-0.0203
-0.0518,-0.0384,24.3507,0.6888,-0.0673,24.5001,0.6378,-0.0769,-0.0201
-0.0514,-0.0381,24.4504,0.6811,-0.0680,24.6001,0.6300,-0.0775,-0.0199
-0.0509,-0.0378,24.5501,0.6733,-0.0688,24.7001,0.6222,-0.0781,-0.0197
-0.0504,-0.0374,24.6498,0.6654,-0.0695,24.8001,0.6144,-0.0787,-0.0195
-0.0499,-0.0370,24.7495,0.6574,-0.0703,24.9001,0.6064,-0.0793,-0.0194
-0.0495,-0.0367,24.8492,0.6494,-0.0710,25.0001,0.5985,-0.0799,-0.0192
-0.0490,-0.0363,24.9489,0.6413,-0.0718,25.1001,0.5904,-0.0805,-0.0190
-0.0485,-0.0360,25.0486,0.6332,-0.0725,25.2001,0.5823,-0.0811,-0.0188
-0.0480,-0.0356,25.1482,0.6250,-0.0732,25.3001,0.5742,-0.0817,-0.0186
-0.0475,-0.0352,25.2479,0.6167,-0.0739,25.4001,0.5660,-0.0823,-0.0184
-0.0470,-0.0348,25.3475,0.6084,-0.0746,25.5001,0.5577,-0.0828,-0.0181
-0.0464,-0.0345,25.4472,0.6000,-0.0753,25.6001,0.5494,-0.0834,-0.0179
-0.0459,-0.0341,25.5468,0.5915,-0.0760,25.7001,0.5410,-0.0839,-0.0177
-0.0454,-0.0337,25.6465,0.5830,-0.0767,25.8001,0.5325,-0.0844,-0.0175
-0.0449,-0.0333,25.7461,0.5744,-0.0774,25.9001,0.5240,-0.0850,-0.0173
-0.0443,-0.0329,25.8458,0.5658,-0.0780,26.0001,0.5155,-0.0855,-0.0171
-0.0438,-0.0325,25.9454,0.5571,-0.0787,26.1001,0.5069,-0.0860,-0.0169
-0.0433,-0.0321,26.0450,0.5484,-0.0793,26.2001,0.4983,-0.0865,-0.0167
-0.0427,-0.0317,26.1446,0.5396,-0.0800,26.3001,0.4896,-0.0870,-0.0164
-0.0422,-0.0313,26.2442,0.5308,-0.0806,26.4001,0.4808,-0.0875,-0.0162
-0.0416,-0.0309,26.3438,0.5219,-0.0812,26.5001,0.4720,-0.0879,-0.0160
-0.0411,-0.0305,26.4434,0.5129,-0.0819,26.6001,0.4632,-0.0884,-0.0158
-0.0405,-0.0301,26.5430,0.5039,-0.0825,26.7001,0.4543,-0.0889,-0.0156
-0.0400,-0.0297,26.6426,0.4949,-0.0831,26.8001,0.4454,-0.0893,-0.0153
-0.0394,-0.0292,26.7422,0.4858,-0.0837,26.9001,0.4364,-0.0897,-0.0151
-0.0388,-0.0288,26.8418,0.4767,-0.0843,27.0001,0.4274,-0.0902,-0.0149
-0.0382,-0.0284,26.9414,0.4675,-0.0848,27.1001,0.4183,-0.0906,-0.0146
-0.0377,-0.0280,27.0410,0.4582,-0.0854,27.2001,0.4092,-0.0910,-0.0144
-0.0371,-0.0275,27.1405,0.4490,-0.0860,27.3001,0.4001,-0.0914,-0.0142
-0.0365,-0.0271,27.2401,0.4396,-0.0865,27.4001,0.3909,-0.0918,-0.0139
-0.0359,-0.0267,27.3397,0.4303,-0.0870,27.5001,0.3817,-0.0922,-0.0137
-0.0353,-0.0262,27.4392,0.4209,-0.0876,27.6001,0.3724,-0.0925,-0.0135
-0.0347,-0.0258,27.5388,0.4114,-0.0881,27.7001,0.3631,-0.0929,-0.0132
-0.0341,-0.0253,27.6383,0.4019,-0.0886,27.8001,0.3538,-0.0933,-0.0130
-0.0335,-0.0249,27.7379,0.3924,-0.0891,27.9001,0.3444,-0.0936,-0.0127
-0.0329,-0.0245,27.8374,0.3828,-0.0896,28.0001,0.3350,-0.0939,-0.0125
-0.0323,-0.0240,27.9370,0.3732,-0.0901,28.1001,0.3255,-0.0943,-0.0123
-0.0317,-0.0236,28.0365,0.3636,-0.0906,28.2001,0.3161,-0.0946,-0.0120
-0.0311,-0.0231,28.1360,0.3539,-0.0911,28.3001,0.3066,-0.0949,-0.0118
-0.0305,-0.0226,28.2356,0.3442,-0.0915,28.4001,0.2970,-0.0952,-0.0115
-0.0298,-0.0222,28.3351,0.3344,-0.0920,28.5001,0.2875,-0.0955,-0.0113
