v,omega,x,y,phi,xr,yr,phir,delta
-0.0292,-0.0217,28.4346,0.3246,-0.0924,28.6001,0.2779,-0.0958,-0.0110
-0.0286,-0.0213,28.5341,0.3148,-0.0929,28.7001,0.2683,-0.0960,-0.0108
-0.0280,-0.0208,28.6336,0.3050,-0.0933,28.8001,0.2586,-0.0963,-0.0105
-0.0273,-0.0203,28.7331,0.2951,-0.0937,28.9001,0.2489,-0.0966,-0.0103
-0.0267,-0.0199,28.8327,0.2852,-0.0941,29.0001,0.2392,-0.0968,-0.0100
-0.0261,-0.0194,28.9322,0.2753,-0.0945,29.1001,0.2295,-0.0970,-0.0098
-0.0254,-0.0189,29.0317,0.2653,-0.0949,29.2001,0.2198,-0.0972,-0.0095
-0.0248,-0.0184,29.1312,0.2554,-0.0953,29.3001,0.2100,-0.0975,-0.0092
-0.0241,-0.0180,29.2307,0.2454,-0.0956,29.4001,0.2002,-0.0977,-0.0090
-0.0235,-0.0175,29.3302,0.2353,-0.0960,29.5001,0.1904,-0.0979,-0.0087
-0.0228,-0.0170,29.4297,0.2253,-0.0963,29.6001,0.1806,-0.0980,-0.0085
-0.0222,-0.0165,29.5292,0.2152,-0.0967,29.7001,0.1707,-0.0982,-0.0082
-0.0215,-0.0160,29.6286,0.2051,-0.0970,29.8001,0.1609,-0.0984,-0.0080
-0.0209,-0.0156,29.7281,0.1950,-0.0973,29.9001,0.1510,-0.0985,-0.0077
-0.0202,-0.0151,29.8276,0.1849,-0.0976,30.0001,0.1411,-0.0987,-0.0074
-0.0196,-0.0146,29.9271,0.1747,-0.0980,30.1001,0.1312,-0.0988,-0.0072
-0.0189,-0.0141,30.0266,0.1645,-0.0982,30.2001,0.1213,-0.0989,-0.0069
-0.0182,-0.0136,30.1261,0.1543,-0.0985,30.3001,0.1114,-0.0991,-0.0066
-0.0176,-0.0131,30.2255,0.1441,-0.0988,30.4001,0.1014,-0.0992,-0.0064
-0.0169,-0.0126,30.3250,0.1339,-0.0991,30.5001,0.0915,-0.0993,-0.0061
-0.0163,-0.0121,30.4245,0.1237,-0.0993,30.6001,0.0815,-0.0993,-0.0058
-0.0156,-0.0116,30.5240,0.1135,-0.0996,30.7001,0.0715,-0.0994,-0.0056
-0.0149,-0.0111,30.6234,0.1032,-0.0998,30.8001,0.0615,-0.0995,-0.0053
-0.0143,-0.0106,30.7229,0.0930,-0.1000,30.9001,0.0516,-0.0995,-0.0050
-0.0136,-0.0101,30.8224,0.0827,-0.1002,31.0001,0.0416,-0.0996,-0.0048
-0.0129,-0.0097,30.9219,0.0724,-0.1004,31.1001,0.0316,-0.0996,-0.0045
-0.0122,-0.0092,31.0213,0.0621,-0.1006,31.2001,0.0216,-0.0996,-0.0042
-0.0116,-0.0087,31.1208,0.0518,-0.1008,31.3001,0.0116,-0.0997,-0.0040
-0.0109,-0.0082,31.2203,0.0416,-0.1010,31.4001,0.0016,-0.0997,-0.0037
-0.0102,-0.0077,31.3197,0.0313,-0.1011,31.5001,-0.0084,-0.0997,-0.0034
-0.0095,-0.0071,31.4192,0.0210,-0.1013,31.6001,-0.0184,-0.0997,-0.0032
-0.0089,-0.0066,31.5187,0.0107,-0.1014,31.7001,-0.0284,-0.0996,-0.0029
-0.0082,-0.0061,31.6181,0.0004,-0.1016,31.8001,-0.0384,-0.0996,-0.0026
-0.0075,-0.0056,31.7176,-0.0099,-0.1017,31.9001,-0.0484,-0.0996,-0.0024
-0.0068,-0.0051,31.8171,-0.0203,-0.1018,32.0001,-0.0584,-0.0995,-0.0021
-0.0061,-0.0046,31.9166,-0.0305,-0.1019,32.1001,-0.0684,-0.0994,-0.0018
-0.0055,-0.0041,32.0160,-0.0408,-0.1020,32.2001,-0.0783,-0.0994,-0.0016
-0.0048,-0.0036,32.1155,-0.0511,-0.1021,32.3001,-0.0883,-0.0993,-0.0013
-0.0041,-0.0031,32.2150,-0.0614,-0.1022,32.4001,-0.0983,-0.0992,-0.0010
-0.0034,-0.0026,32.3144,-0.0717,-0.1022,32.5001,-0.1082,-0.0991,-0.0007
-0.0027,-0.0021,32.4139,-0.0820,-0.1023,32.6001,-0.1181,-0.0990,-0.0005
-0.0020,-0.0016,32.5134,-0.0922,-0.1023,32.7001,-0.1281,-0.0989,-0.0002
-0.0014,-0.0011,32.6128,-0.1025,-0.1023,32.8001,-0.1380,-0.0987,0.0001
-0.0007,-0.0006,32.7123,-0.1127,-0.1024,32.9001,-0.1479,-0.0986,0.0003
0.0000,-0.0001,32.8118,-0.1230,-0.1024,33.0001,-0.1578,-0.0984,0.0006
0.0007,0.0004,32.9113,-0.1332,-0.1024,33.1001,-0.1676,-0.0983,0.0009
0.0014,0.0009,33.0107,-0.1434,-0.1024,33.2001,-0.1775,-0.0981,0.0012
0.0021,0.0014,33.1102,-0.1536,-0.1024,33.3001,-0.1873,-0.0979,0.0014
0.0027,0.0019,33.2097,-0.1638,-0.1023,33.4001,-0.1971,-0.0977,0.0017
0.0034,0.0024,33.3092,-0.1739,-0.1023,33.5001,-0.2069,-0.0975,0.0020
0.0041,0.0029,33.4087,-0.1841,-0.1022,33.6001,-0.2167,-0.0973,0.0022
0.0048,0.0035,33.5082,-0.1942,-0.1022,33.7001,-0.2264,-0.0971,0.0025
0.0055,0.0040,33.6077,-0.2043,-0.1021,33.8001,-0.2362,-0.0969,0.0028
0.0061,0.0045,33.7071,-0.2144,-0.1020,33.9001,-0.2459,-0.0966,0.0030
0.0068,0.0050,33.8066,-0.2244,-0.1019,34.0001,-0.2555,-0.0964,0.0033
0.0075,0.0055,33.9061,-0.2345,-0.1018,34.1001,-0.2652,-0.0961,0.0036
0.0082,0.0060,34.0056,-0.2445,-0.1017,34.2001,-0.2748,-0.0959,0.0038
0.0089,0.0065,34.1051,-0.2545,-0.1016,34.3000,-0.2844,-0.0956,0.0041
0.0095,0.0070,34.2046,-0.2644,-0.1015,34.4000,-0.2940,-0.0953,0.0044
0.0102,0.0075,34.3041,-0.2744,-0.1013,34.5000,-0.3035,-0.0950,0.0046
0.0109,0.0080,34.4036,-0.2843,-0.1012,34.6000,-0.3131,-0.0947,0.0049
0.0116,0.0085,34.5032,-0.2942,-0.1010,34.7000,-0.3225,-0.0944,0.0052
0.0122,0.0090,34.6027,-0.3040,-0.1009,34.8000,-0.3320,-0.0941,0.0054
0.0129,0.0095,34.7022,-0.3139,-0.1007,34.9000,-0.3414,-0.0937,0.0057
0.0136,0.0100,34.8017,-0.3237,-0.1005,35.0000,-0.3508,-0.0934,0.0060
0.0142,0.0105,34.9012,-0.3334,-0.1003,35.1000,-0.3601,-0.0930,0.0062
0.0149,0.0109,35.0007,-0.3432,-0.1001,35.2000,-0.3694,-0.0927,0.0065
0.0156,0.0114,35.1003,-0.3529,-0.0999,35.3000,-0.3787,-0.0923,0.0068
0.0162,0.0119,35.1998,-0.3625,-0.0996,35.4000,-0.3880,-0.0919,0.0070
0.0169,0.0124,35.2993,-0.3721,-0.0994,35.5000,-0.3972,-0.0915,0.0073
0.0176,0.0129,35.3989,-0.3817,-0.0992,35.6000,-0.4063,-0.0911,0.0075
0.0182,0.0134,35.4984,-0.3913,-0.0989,35.7000,-0.4154,-0.0907,0.0078
0.0189,0.0139,35.5980,-0.4008,-0.0986,35.8000,-0.4245,-0.0903,0.0081
0.0195,0.0144,35.6975,-0.4103,-0.0983,35.9000,-0.4335,-0.0899,0.0083
0.0202,0.0149,35.7971,-0.4197,-0.0981,36.0000,-0.4425,-0.0894,0.0086
0.0208,0.0153,35.8966,-0.4291,-0.0978,36.1000,-0.4515,-0.0890,0.0088
0.0215,0.0158,35.9962,-0.4384,-0.0975,36.2000,-0.4604,-0.0885,0.0091
0.0221,0.0163,36.0958,-0.4477,-0.0971,36.3000,-0.4692,-0.0881,0.0093
0.0228,0.0168,36.1953,-0.4570,-0.0968,36.4000,-0.4780,-0.0876,0.0096
0.0234,0.0173,36.2949,-0.4662,-0.0965,36.5000,-0.4868,-0.0871,0.0098
0.0241,0.0177,36.3945,-0.4754,-0.0961,36.6000,-0.4955,-0.0866,0.0101
0.0247,0.0182,36.4941,-0.4845,-0.0958,36.7000,-0.5042,-0.0861,0.0104
0.0253,0.0187,36.5937,-0.4936,-0.0954,36.8000,-0.5128,-0.0856,0.0106
0.0260,0.0191,36.6933,-0.5026,-0.0950,36.9000,-0.5213,-0.0851,0.0108
0.0266,0.0196,36.7929,-0.5115,-0.0947,37.0000,-0.5298,-0.0846,0.0111
0.0272,0.0201,36.8925,-0.5205,-0.0943,37.1000,-0.5383,-0.0841,0.0113
0.0279,0.0205,36.9921,-0.5293,-0.0939,37.2000,-0.5467,-0.0835,0.0116
0.0285,0.0210,37.0917,-0.5382,-0.0935,37.3000,-0.5550,-0.0830,0.0118
0.0291,0.0215,37.1913,-0.5469,-0.0930,37.4000,-0.5633,-0.0824,0.0121
0.0297,0.0219,37.2909,-0.5556,-0.0926,37.5000,-0.5716,-0.0819,0.0123
0.0303,0.0224,37.3906,-0.5643,-0.0922,37.6000,-0.5797,-0.0813,0.0126
0.0309,0.0228,37.4902,-0.5729,-0.0917,37.7000,-0.5879,-0.0807,0.0128
0.0315,0.0233,37.5898,-0.5814,-0.0913,37.8000,-0.5959,-0.0801,0.0130
0.0322,0.0237,37.6895,-0.5899,-0.0908,37.9000,-0.6039,-0.0795,0.0133
0.0328,0.0242,37.7891,-0.5983,-0.0903,38.0000,-0.6119,-0.0789,0.0135
0.0334,0.0246,37.8888,-0.6067,-0.0898,38.1000,-0.6197,-0.0783,0.0137
0.0340,0.0251,37.9884,-0.6150,-0.0893,38.2000,-0.6276,-0.0777,0.0140
0.0345,0.0255,38.0881,-0.6233,-0.0888,38.3000,-0.6353,-0.0771,0.0142
0.0351,0.0259,38.1877,-0.6314,-0.0883,38.4000,-0.6430,-0.0764,0.0144
0.0357,0.0264,38.2874,-0.6396,-0.0878,38.5000,-0.6506,-0.0758,0.0147
0.0363,0.0268,38.3871,-0.6476,-0.0873,38.6000,-0.6582,-0.0751,0.0149
0.0369,0.0272,38.4868,-0.6556,-0.0868,38.7000,-0.6657,-0.0745,0.0151
0.0375,0.0277,38.5865,-0.6636,-0.0862,38.8000,-0.6731,-0.0738,0.0154
0.0380,0.0281,38.6862,-0.6714,-0.0857,38.9000,-0.6805,-0.0731,0.0156
0.0386,0.0285,38.7859,-0.6792,-0.0851,39.0000,-0.6878,-0.0725,0.0158
0.0392,0.0289,38.8856,-0.6869,-0.0845,39.1000,-0.6950,-0.0718,0.0160
0.0397,0.0294,38.9853,-0.6946,-0.0839,39.2000,-0.7021,-0.0711,0.0162
0.0403,0.0298,39.0850,-0.7022,-0.0834,39.3000,-0.7092,-0.0704,0.0165
0.0408,0.0302,39.1847,-0.7097,-0.0828,39.4000,-0.7162,-0.0697,0.0167
0.0414,0.0306,39.2844,-0.7172,-0.0822,39.5000,-0.7232,-0.0690,0.0169
0.0419,0.0310,39.3842,-0.7246,-0.0815,39.6000,-0.7301,-0.0682,0.0171
0.0425,0.0314,39.4839,-0.7319,-0.0809,39.7000,-0.7369,-0.0675,0.0173
0.0430,0.0318,39.5836,-0.7391,-0.0803,39.8000,-0.7436,-0.0668,0.0175
0.0436,0.0322,39.6834,-0.7463,-0.0797,39.9000,-0.7502,-0.0660,0.0177
0.0441,0.0326,39.7831,-0.7534,-0.0790,40.0000,-0.7568,-0.0653,0.0179
0.0446,0.0330,39.8829,-0.7604,-0.0784,40.1000,-0.7633,-0.0645,0.0181
0.0451,0.0334,39.9827,-0.7673,-0.0777,40.2000,-0.7697,-0.0638,0.0183
0.0457,0.0337,40.0824,-0.7742,-0.0770,40.3000,-0.7761,-0.0630,0.0185
0.0462,0.0341,40.1822,-0.7810,-0.0764,40.4000,-0.7823,-0.0622,0.0187
0.0467,0.0345,40.2820,-0.7877,-0.0757,40.5000,-0.7885,-0.0614,0.0189
0.0472,0.0349,40.3818,-0.7943,-0.0750,40.6000,-0.7946,-0.0606,0.0191
0.0477,0.0352,40.4816,-0.8008,-0.0743,40.7000,-0.8007,-0.0598,0.0193
0.0482,0.0356,40.5813,-0.8073,-0.0736,40.7999,-0.8066,-0.0590,0.0195
0.0487,0.0360,40.6811,-0.8137,-0.0729,40.8999,-0.8125,-0.0582,0.0197
0.0492,0.0363,40.7810,-0.8200,-0.0722,40.9999,-0.8183,-0.0574,0.0199
0.0496,0.0367,40.8808,-0.8262,-0.0714,41.0999,-0.8240,-0.0566,0.0201
0.0501,0.0370,40.9806,-0.8324,-0.0707,41.1999,-0.8296,-0.0558,0.0203
0.0506,0.0374,41.0804,-0.8385,-0.0700,41.2999,-0.8351,-0.0549,0.0205
0.0510,0.0377,41.1802,-0.8444,-0.0692,41.3999,-0.8406,-0.0541,0.0206
0.0515,0.0381,41.2801,-0.8503,-0.0685,41.4999,-0.8460,-0.0533,0.0208
0.0520,0.0384,41.3799,-0.8561,-0.0677,41.5999,-0.8513,-0.0524,0.0210
0.0524,0.0388,41.4797,-0.8619,-0.0669,41.6999,-0.8565,-0.0516,0.0212
0.0529,0.0391,41.5796,-0.8675,-0.0661,41.7999,-0.8616,-0.0507,0.0213
0.0533,0.0394,41.6794,-0.8731,-0.0654,41.8999,-0.8666,-0.0499,0.0215
0.0537,0.0397,41.7793,-0.8785,-0.0646,41.9999,-0.8716,-0.0490,0.0217
0.0542,0.0401,41.8791,-0.8839,-0.0638,42.0999,-0.8764,-0.0481,0.0218
0.0546,0.0404,41.9790,-0.8892,-0.0630,42.1999,-0.8812,-0.0472,0.0220
0.0550,0.0407,42.0789,-0.8944,-0.0622,42.2999,-0.8859,-0.0464,0.0222
0.0554,0.0410,42.1788,-0.8995,-0.0614,42.3999,-0.8905,-0.0455,0.0223
0.0558,0.0413,42.2786,-0.9046,-0.0605,42.4999,-0.8950,-0.0446,0.0225
0.0562,0.0416,42.3785,-0.9095,-0.0597,42.5999,-0.8994,-0.0437,0.0226
0.0566,0.0419,42.4784,-0.9143,-0.0589,42.6999,-0.9037,-0.0428,0.0228
0.0570,0.0422,42.5783,-0.9191,-0.0580,42.7999,-0.9080,-0.0419,0.0229
0.0574,0.0425,42.6782,-0.9238,-0.0572,42.8999,-0.9121,-0.0410,0.0231
0.0578,0.0428,42.7781,-0.9283,-0.0564,42.9999,-0.9162,-0.0401,0.0232
0.0582,0.0430,42.8780,-0.9328,-0.0555,43.0999,-0.9201,-0.0391,0.0234
0.0585,0.0433,42.9779,-0.9372,-0.0546,43.1999,-0.9240,-0.0382,0.0235
0.0589,0.0436,43.0778,-0.9415,-0.0538,43.2999,-0.9278,-0.0373,0.0237
0.0593,0.0438,43.1778,-0.9457,-0.0529,43.3999,-0.9315,-0.0364,0.0238
0.0596,0.0441,43.2777,-0.9498,-0.0520,43.4999,-0.9350,-0.0354,0.0239
0.0600,0.0444,43.3776,-0.9538,-0.0511,43.5999,-0.9385,-0.0345,0.0241
0.0603,0.0446,43.4775,-0.9577,-0.0503,43.6999,-0.9420,-0.0336,0.0242
0.0606,0.0449,43.5775,-0.9615,-0.0494,43.7999,-0.9453,-0.0326,0.0243
0.0610,0.0451,43.6774,-0.9652,-0.0485,43.8999,-0.9485,-0.0317,0.0244
0.0613,0.0454,43.7774,-0.9689,-0.0476,43.9999,-0.9516,-0.0307,0.0246
0.0616,0.0456,43.8773,-0.9724,-0.0467,44.0999,-0.9546,-0.0298,0.0247
0.0619,0.0458,43.9772,-0.9758,-0.0457,44.1999,-0.9576,-0.0288,0.0248
0.0622,0.0460,44.0772,-0.9792,-0.0448,44.2999,-0.9604,-0.0279,0.0249
0.0625,0.0463,44.1772,-0.9824,-0.0439,44.3999,-0.9631,-0.0269,0.0250
0.0628,0.0465,44.2771,-0.9855,-0.0430,44.4999,-0.9658,-0.0259,0.0251
0.0631,0.0467,44.3771,-0.9886,-0.0420,44.5999,-0.9683,-0.0250,0.0253
0.0634,0.0469,44.4770,-0.9915,-0.0411,44.6999,-0.9708,-0.0240,0.0254
0.0637,0.0471,44.5770,-0.9944,-0.0402,44.7999,-0.9731,-0.0230,0.0255
0.0639,0.0473,44.6770,-0.9971,-0.0392,44.8999,-0.9754,-0.0221,0.0256
0.0642,0.0475,44.7769,-0.9998,-0.0383,44.9999,-0.9775,-0.0211,0.0257
0.0644,0.0477,44.8769,-1.0023,-0.0373,45.0999,-0.9796,-0.0201,0.0258
0.0647,0.0479,44.9769,-1.0048,-0.0364,45.1999,-0.9815,-0.0191,0.0258
0.0649,0.0481,45.0769,-1.0071,-0.0354,45.2999,-0.9834,-0.0181,0.0259
0.0652,0.0482,45.1769,-1.0093,-0.0345,45.3999,-0.9852,-0.0172,0.0260
0.0654,0.0484,45.2769,-1.0115,-0.0335,45.4999,-0.9868,-0.0162,0.0261
0.0656,0.0486,45.3768,-1.0135,-0.0325,45.5999,-0.9884,-0.0152,0.0262
0.0658,0.0487,45.4768,-1.0155,-0.0316,45.6999,-0.9899,-0.0142,0.0263
0.0660,0.0489,45.5768,-1.0173,-0.0306,45.7999,-0.9912,-0.0132,0.0263
0.0662,0.0490,45.6768,-1.0190,-0.0296,45.8999,-0.9925,-0.0122,0.0264
0.0664,0.0492,45.7768,-1.0207,-0.0286,45.9999,-0.9937,-0.0112,0.0265
0.0666,0.0493,45.8768,-1.0222,-0.0276,46.0999,-0.9948,-0.0102,0.0266
0.0668,0.0495,45.9768,-1.0237,-0.0267,46.1999,-0.9957,-0.0092,0.0266
0.0670,0.0496,46.0768,-1.0250,-0.0257,46.2999,-0.9966,-0.0082,0.0267
0.0672,0.0497,46.1768,-1.0262,-0.0247,46.3999,-0.9974,-0.0072,0.0267
0.0673,0.0498,46.2768,-1.0273,-0.0237,46.4999,-0.9981,-0.0062,0.0268
0.0675,0.0499,46.3768,-1.0284,-0.0227,46.5999,-0.9986,-0.0052,0.0269
0.0676,0.0501,46.4768,-1.0293,-0.0217,46.6999,-0.9991,-0.0042,0.0269
0.0678,0.0502,46.5768,-1.0301,-0.0207,46.7999,-0.9995,-0.0032,0.0270
0.0679,0.0503,46.6768,-1.0308,-0.0197,46.8999,-0.9997,-0.0022,0.0270
0.0680,0.0504,46.7768,-1.0314,-0.0187,46.9999,-0.9999,-0.0012,0.0271
0.0681,0.0504,46.8768,-1.0319,-0.0177,47.0999,-1.0000,-0.0002,0.0271
0.0683,0.0505,46.9769,-1.0323,-0.0167,47.1999,-1.0000,0.0008,0.0271
0.0684,0.0506,47.0769,-1.0326,-0.0157,47.2999,-0.9998,0.0018,0.0272
0.0685,0.0507,47.1769,-1.0328,-0.0146,47.3998,-0.9996,0.0028,0.0272
0.0686,0.0508,47.2769,-1.0329,-0.0136,47.4998,-0.9993,0.0038,0.0272
0.0686,0.0508,47.3769,-1.0329,-0.0126,47.5998,-0.9989,0.0048,0.0273
0.0687,0.0509,47.4769,-1.0328,-0.0116,47.6998,-0.9983,0.0058,0.0273
0.0688,0.0509,47.5769,-1.0326,-0.0106,47.7998,-0.9977,0.0068,0.0273
0.0689,0.0510,47.6769,-1.0323,-0.0096,47.8998,-0.9970,0.0078,0.0273
0.0689,0.0510,47.7769,-1.0319,-0.0085,47.9998,-0.9962,0.0087,0.0274
0.0690,0.0511,47.8769,-1.0313,-0.0075,48.0998,-0.9952,0.0097,0.0274
0.0690,0.0511,47.9769,-1.0307,-0.0065,48.1998,-0.9942,0.0107,0.0274
0.0690,0.0511,48.0770,-1.0300,-0.0055,48.2998,-0.9931,0.0117,0.0274
0.0691,0.0512,48.1770,-1.0291,-0.0045,48.3998,-0.9919,0.0127,0.0274
0.0691,0.0512,48.2770,-1.0282,-0.0034,48.4998,-0.9905,0.0137,0.0274
0.0691,0.0512,48.3770,-1.0272,-0.0024,48.5998,-0.9891,0.0147,0.0274
0.0691,0.0512,48.4770,-1.0260,-0.0014,48.6998,-0.9876,0.0157,0.0274
0.0691,0.0512,48.5770,-1.0248,-0.0004,48.7998,-0.9860,0.0167,0.0274
0.0691,0.0512,48.6770,-1.0234,0.0007,48.8998,-0.9843,0.0177,0.0274
0.0691,0.0512,48.7770,-1.0220,0.0017,48.9998,-0.9825,0.0186,0.0274
0.0691,0.0512,48.8770,-1.0204,0.0027,49.0998,-0.9805,0.0196,0.0274
0.0691,0.0512,48.9770,-1.0188,0.0037,49.1998,-0.9785,0.0206,0.0273
0.0690,0.0511,49.0770,-1.0170,0.0048,49.2998,-0.9764,0.0216,0.0273
0.0690,0.0511,49.1770,-1.0152,0.0058,49.3998,-0.9742,0.0226,0.0273
0.0689,0.0511,49.2769,-1.0132,0.0068,49.4998,-0.9719,0.0235,0.0273
0.0689,0.0510,49.3769,-1.0111,0.0078,49.5998,-0.9695,0.0245,0.0272
0.0688,0.0510,49.4769,-1.0090,0.0088,49.6998,-0.9670,0.0255,0.0272
0.0688,0.0509,49.5769,-1.0067,0.0099,49.7998,-0.9644,0.0264,0.0272
0.0687,0.0509,49.6769,-1.0044,0.0109,49.8998,-0.9617,0.0274,0.0271
0.0686,0.0508,49.7769,-1.0019,0.0119,49.9998,-0.9589,0.0284,0.0271
0.0685,0.0508,49.8768,-0.9993,0.0129,50.0998,-0.9560,0.0293,0.0271
0.0684,0.0507,49.9768,-0.9967,0.0139,50.1998,-0.9531,0.0303,0.0270
0.0683,0.0506,50.0768,-0.9939,0.0149,50.2998,-0.9500,0.0312,0.0270
0.0682,0.0505,50.1768,-0.9911,0.0160,50.3998,-0.9468,0.0322,0.0269
0.0681,0.0504,50.2767,-0.9881,0.0170,50.4998,-0.9436,0.0331,0.0269
0.0680,0.0503,50.3767,-0.9850,0.0180,50.5998,-0.9402,0.0341,0.0268
0.0678,0.0503,50.4766,-0.9819,0.0190,50.6998,-0.9367,0.0350,0.0268
0.0677,0.0502,50.5766,-0.9786,0.0200,50.7998,-0.9332,0.0359,0.0267
0.0675,0.0500,50.6765,-0.9753,0.0210,50.8998,-0.9296,0.0369,0.0266
0.0674,0.0499,50.7765,-0.9718,0.0220,50.9998,-0.9258,0.0378,0.0266
0.0672,0.0498,50.8764,-0.9683,0.0230,51.0998,-0.9220,0.0387,0.0265
0.0671,0.0497,50.9764,-0.9646,0.0240,51.1998,-0.9181,0.0396,0.0264
0.0669,0.0496,51.0763,-0.9609,0.0250,51.2998,-0.9141,0.0405,0.0263
0.0667,0.0494,51.1763,-0.9571,0.0260,51.3998,-0.9100,0.0414,0.0263
0.0665,0.0493,51.2762,-0.9531,0.0270,51.4998,-0.9058,0.0424,0.0262
0.0663,0.0492,51.3761,-0.9491,0.0279,51.5998,-0.9015,0.0433,0.0261
0.0661,0.0490,51.4760,-0.9450,0.0289,51.6998,-0.8971,0.0441,0.0260
0.0659,0.0489,51.5760,-0.9408,0.0299,51.7998,-0.8927,0.0450,0.0259
0.0657,0.0487,51.6759,-0.9365,0.0309,51.8998,-0.8881,0.0459,0.0258
0.0655,0.0485,51.7758,-0.9321,0.0319,51.9998,-0.8835,0.0468,0.0258
0.0653,0.0484,51.8757,-0.9276,0.0328,52.0998,-0.8787,0.0477,0.0257
0.0650,0.0482,51.9756,-0.9230,0.0338,52.1998,-0.8739,0.0486,0.0256
0.0648,0.0480,52.0755,-0.9183,0.0348,52.2998,-0.8690,0.0494,0.0255
0.0646,0.0478,52.1754,-0.9135,0.0357,52.3998,-0.8640,0.0503,0.0254
0.0643,0.0477,52.2753,-0.9087,0.0367,52.4998,-0.8589,0.0512,0.0252
0.0640,0.0475,52.3752,-0.9037,0.0376,52.5998,-0.8538,0.0520,0.0251
0.0638,0.0473,52.4751,-0.8987,0.0386,52.6998,-0.8485,0.0529,0.0250
0.0635,0.0471,52.5749,-0.8935,0.0395,52.7998,-0.8432,0.0537,0.0249
0.0632,0.0469,52.6748,-0.8883,0.0405,52.8998,-0.8378,0.0545,0.0248
0.0629,0.0467,52.7747,-0.8830,0.0414,52.9998,-0.8323,0.0554,0.0247
0.0627,0.0464,52.8745,-0.8776,0.0423,53.0998,-0.8267,0.0562,0.0246
0.0624,0.0462,52.9744,-0.8721,0.0433,53.1998,-0.8210,0.0570,0.0244
0.0621,0.0460,53.0742,-0.8665,0.0442,53.2998,-0.8153,0.0578,0.0243
0.0617,0.0458,53.1741,-0.8609,0.0451,53.3998,-0.8094,0.0587,0.0242
0.0614,0.0455,53.2739,-0.8551,0.0460,53.4998,-0.8035,0.0595,0.0240
0.0611,0.0453,53.3738,-0.8493,0.0469,53.5998,-0.7975,0.0603,0.0239
0.0608,0.0451,53.4736,-0.8434,0.0478,53.6998,-0.7915,0.0610,0.0238
0.0604,0.0448,53.5734,-0.8374,0.0487,53.7998,-0.7853,0.0618,0.0236
0.0601,0.0446,53.6732,-0.8313,0.0496,53.8997,-0.7791,0.0626,0.0235
0.0597,0.0443,53.7731,-0.8252,0.0505,53.9997,-0.7728,0.0634,0.0234
0.0594,0.0440,53.8729,-0.8189,0.0514,54.0997,-0.7664,0.0641,0.0232
0.0590,0.0438,53.9727,-0.8126,0.0523,54.1997,-0.7599,0.0649,0.0231
0.0587,0.0435,54.0725,-0.8062,0.0532,54.2997,-0.7534,0.0657,0.0229
0.0583,0.0432,54.1723,-0.7997,0.0540,54.3997,-0.7468,0.0664,0.0228
0.0579,0.0429,54.2721,-0.7931,0.0549,54.4997,-0.7401,0.0671,0.0226
0.0575,0.0427,54.3719,-0.7865,0.0558,54.5997,-0.7333,0.0679,0.0225
0.0572,0.0424,54.4716,-0.7798,0.0566,54.6997,-0.7265,0.0686,0.0223
0.0568,0.0421,54.5714,-0.7730,0.0575,54.7997,-0.7196,0.0693,0.0221
0.0564,0.0418,54.6712,-0.7661,0.0583,54.8997,-0.7126,0.0700,0.0220
0.0560,0.0415,54.7709,-0.7591,0.0591,54.9997,-0.7056,0.0707,0.0218
0.0555,0.0412,54.8707,-0.7521,0.0600,55.0997,-0.6984,0.0714,0.0216
0.0551,0.0409,54.9705,-0.7450,0.0608,55.1997,-0.6912,0.0721,0.0215
0.0547,0.0406,55.0702,-0.7378,0.0616,55.2997,-0.6840,0.0728,0.0213
0.0543,0.0403,55.1700,-0.7306,0.0624,55.3997,-0.6767,0.0735,0.0211
0.0538,0.0399,55.2697,-0.7233,0.0632,55.4997,-0.6693,0.0742,0.0209
0.0534,0.0396,55.3694,-0.7159,0.0640,55.5997,-0.6618,0.0748,0.0208
0.0530,0.0393,55.4691,-0.7084,0.0648,55.6997,-0.6543,0.0755,0.0206
0.0525,0.0390,55.5689,-0.7009,0.0656,55.7997,-0.6467,0.0761,0.0204
0.0521,0.0386,55.6686,-0.6933,0.0664,55.8997,-0.6390,0.0768,0.0202
0.0516,0.0383,55.7683,-0.6856,0.0672,55.9997,-0.6313,0.0774,0.0200
0.0511,0.0379,55.8680,-0.6778,0.0679,56.0997,-0.6235,0.0780,0.0198
0.0507,0.0376,55.9677,-0.6700,0.0687,56.1997,-0.6157,0.0786,0.0197
0.0502,0.0372,56.0674,-0.6622,0.0694,56.2997,-0.6077,0.0792,0.0195
0.0497,0.0369,56.1671,-0.6542,0.0702,56.3997,-0.5998,0.0798,0.0193
0.0492,0.0365,56.2668,-0.6462,0.0709,56.4997,-0.5917,0.0804,0.0191
0.0487,0.0362,56.3664,-0.6381,0.0717,56.5997,-0.5836,0.0810,0.0189
0.0482,0.0358,56.4661,-0.6300,0.0724,56.6997,-0.5755,0.0816,0.0187
0.0477,0.0354,56.5658,-0.6218,0.0731,56.7997,-0.5673,0.0822,0.0185
0.0472,0.0351,56.6655,-0.6136,0.0738,56.8997,-0.5590,0.0827,0.0183
0.0467,0.0347,56.7651,-0.6052,0.0745,56.9997,-0.5507,0.0833,0.0181
0.0462,0.0343,56.8648,-0.5969,0.0752,57.0997,-0.5423,0.0838,0.0179
0.0457,0.0339,56.9644,-0.5884,0.0759,57.1997,-0.5339,0.0844,0.0176
